customer_id,age_range,marital_status,rented,family_size,no_of_children,income_bracket
1988,26-35,NaN,True,2,2.0,1
1989,46-55,NaN,False,2,1.0,4
1990,46-55,Single,True,3,4.0,7
1991,36-45,Single,True,2,4.0,4
1992,36-45,NaN,False,3,3.0,6
1993,26-35,Single,False,4,,3
1994,46-55,NaN,False,5,1.0,5
1995,56+,NaN,False,4,6.0,7
1996,18-25,Single,False,4,,3
1997,56+,NaN,True,3,1.0,2
1998,46-55,NaN,False,1,,4
1999,26-35,Married,True,3,1.0,2
2000,36-45,NaN,False,6,6.0,7
2001,56+,NaN,True,3,4.0,4
2002,36-45,NaN,False,2,6.0,7
2003,18-25,NaN,False,6,2.0,4
2004,56+,Single,True,4,4.0,9
2005,46-55,Single,False,1,1.0,5
2006,56+,Single,True,4,3.0,9
2007,56+,Single,False,1,3.0,7
2008,18-25,Married,True,3,4.0,3
2009,46-55,Single,False,1,6.0,6
2010,46-55,NaN,True,3,2.0,7
2011,18-25,Married,True,4,1.0,7
2012,56+,Single,True,1,3.0,6
2013,56+,NaN,True,2,2.0,8
2014,36-45,Single,False,3,3.0,9
2015,26-35,NaN,False,2,4.0,8
2016,46-55,Married,True,5,3.0,5
2017,46-55,NaN,True,4,1.0,2
2018,46-55,NaN,True,3,4.0,6
2019,46-55,NaN,False,4,,9
2020,26-35,NaN,True,5,4.0,5
2021,46-55,Single,False,6,4.0,6
2022,26-35,Married,True,5,1.0,9
2023,18-25,Single,False,4,1.0,9
2024,56+,Single,True,1,1.0,5
2025,18-25,Married,False,6,2.0,1
2026,46-55,Single,True,4,5.0,1
2027,26-35,NaN,True,4,5.0,8
2028,56+,Single,True,2,6.0,4
2029,36-45,NaN,True,4,,9
2030,36-45,Single,True,1,2.0,2
2031,46-55,Married,False,1,2.0,6
2032,56+,Married,False,1,,3
2033,46-55,Single,True,6,5.0,1
2034,36-45,NaN,True,5,5.0,1
2035,36-45,Married,False,2,5.0,7
2036,26-35,NaN,False,4,4.0,3
2037,46-55,Married,True,2,5.0,7
2038,46-55,NaN,False,4,5.0,2
2039,56+,Married,False,2,1.0,8
2040,56+,Single,True,3,6.0,9
2041,18-25,Married,False,6,5.0,3
2042,18-25,Single,False,6,5.0,7
2043,18-25,Married,True,2,2.0,1
2044,18-25,Married,True,1,2.0,7
2045,46-55,Married,True,5,,2
2046,46-55,NaN,True,1,5.0,6
2047,36-45,Single,False,2,4.0,5
2048,18-25,Married,True,3,4.0,9
2049,56+,NaN,True,4,5.0,6
2050,56+,Married,False,2,1.0,3
2051,18-25,NaN,True,6,4.0,7
2052,56+,Married,True,4,4.0,3
2053,56+,NaN,True,1,3.0,9
2054,26-35,Single,True,2,5.0,9
2055,56+,Single,True,6,2.0,1
2056,26-35,NaN,True,3,1.0,5
2057,26-35,Single,True,3,,2
2058,56+,NaN,False,3,1.0,9
2059,46-55,Single,True,6,,6
2060,46-55,Single,True,2,3.0,3
2061,18-25,Single,True,5,3.0,6
2062,26-35,Married,False,4,5.0,5
2063,18-25,Married,False,2,4.0,7
2064,56+,Single,False,6,,8
2065,56+,Single,True,5,1.0,2
2066,26-35,NaN,False,6,6.0,5
2067,56+,Married,False,1,,1
2068,36-45,Married,True,4,6.0,4
2069,46-55,NaN,True,2,,4
2070,18-25,Single,True,1,,2
2071,18-25,Married,False,4,1.0,1
2072,56+,Single,True,3,2.0,1
2073,18-25,NaN,False,5,,7
2074,18-25,Married,True,6,5.0,3
2075,36-45,Single,True,1,5.0,9
2076,26-35,Single,False,4,3.0,3
2077,26-35,Married,False,2,6.0,5
2078,18-25,Single,True,5,3.0,6
2079,46-55,Married,True,4,1.0,8
2080,18-25,Married,True,2,5.0,1
2081,46-55,NaN,False,2,4.0,1
2082,46-55,Married,False,6,,4
2083,26-35,Married,True,2,4.0,1
2084,36-45,Single,True,4,2.0,4
2085,36-45,Married,False,3,,4
2086,36-45,Single,False,1,5.0,4
2087,56+,Married,True,6,3.0,1
2088,18-25,Married,False,2,4.0,3
2089,26-35,Single,True,6,,1
2090,26-35,Single,True,3,3.0,6
2091,56+,Married,True,4,,6
2092,18-25,Married,False,4,6.0,5
2093,56+,Married,True,3,6.0,7
2094,26-35,NaN,False,2,,1
2095,46-55,NaN,False,4,,1
2096,18-25,Single,False,4,3.0,7
2097,18-25,Single,False,3,5.0,6
2098,26-35,Married,True,3,5.0,5
2099,26-35,Single,True,6,3.0,6
2100,56+,NaN,False,5,4.0,1
2101,26-35,Married,False,5,1.0,2
2102,26-35,NaN,True,4,3.0,2
2103,26-35,Single,True,2,2.0,5
2104,26-35,Single,True,4,5.0,8
2105,56+,Married,False,6,2.0,6
2106,36-45,NaN,False,4,1.0,6
2107,46-55,Single,True,6,2.0,5
2108,18-25,NaN,True,6,5.0,1
2109,56+,Married,True,2,1.0,2
2110,18-25,Single,False,4,,8
2111,26-35,Married,False,3,6.0,6
2112,36-45,Married,True,4,1.0,1
2113,18-25,Single,True,2,3.0,2
2114,46-55,NaN,True,6,6.0,3
2115,56+,NaN,True,6,1.0,9
2116,36-45,Single,False,3,5.0,6
2117,36-45,Single,False,2,2.0,8
2118,26-35,Single,True,6,5.0,9
2119,56+,Single,False,2,5.0,8
2120,36-45,Married,True,3,2.0,5
2121,46-55,NaN,True,5,5.0,2
2122,46-55,Married,True,1,2.0,4
2123,18-25,NaN,True,3,6.0,2
2124,56+,Single,True,1,5.0,3
2125,18-25,Married,True,2,2.0,6
2126,56+,Married,True,2,3.0,8
2127,36-45,NaN,True,1,5.0,8
2128,26-35,NaN,True,1,2.0,4
2129,36-45,NaN,False,3,1.0,6
2130,56+,Single,True,1,2.0,5
2131,26-35,Married,True,4,,5
2132,36-45,NaN,False,2,5.0,8
2133,46-55,Married,True,2,,7
2134,36-45,Single,True,3,5.0,9
2135,46-55,Single,False,3,6.0,4
2136,18-25,Single,False,2,2.0,9
2137,46-55,NaN,False,2,,4
2138,56+,Married,True,6,1.0,2
2139,36-45,NaN,False,5,6.0,7
2140,26-35,Married,True,1,1.0,1
2141,56+,NaN,False,5,1.0,1
2142,18-25,NaN,True,5,2.0,4
2143,56+,Married,True,5,,3
2144,46-55,Single,False,2,1.0,8
2145,36-45,Married,False,4,3.0,8
2146,56+,Single,False,2,,9
2147,56+,NaN,False,6,6.0,3
2148,26-35,NaN,False,2,2.0,8
2149,26-35,NaN,True,1,5.0,5
2150,56+,NaN,True,5,3.0,3
2151,26-35,Married,True,2,4.0,7
2152,56+,Single,False,1,1.0,5
2153,56+,NaN,False,1,4.0,4
2154,18-25,Single,True,5,5.0,7
2155,46-55,Single,False,5,,7
2156,18-25,NaN,False,6,,7
2157,26-35,NaN,True,3,2.0,1
2158,26-35,Married,False,1,6.0,1
2159,26-35,Single,True,6,1.0,7
2160,46-55,Single,True,2,2.0,6
2161,26-35,Single,False,3,6.0,5
2162,26-35,NaN,True,5,4.0,8
2163,56+,NaN,False,5,6.0,2
2164,26-35,Married,False,6,5.0,5
2165,46-55,NaN,True,2,1.0,5
2166,18-25,Single,False,5,2.0,3
2167,18-25,NaN,True,1,6.0,6
2168,36-45,Single,False,3,5.0,2
2169,36-45,NaN,False,6,2.0,8
2170,18-25,Married,False,2,5.0,2
2171,36-45,Married,True,5,6.0,6
2172,56+,NaN,False,4,,2
2173,26-35,NaN,True,4,,1
2174,26-35,NaN,True,4,3.0,4
2175,56+,Married,False,4,2.0,6
2176,18-25,Married,False,5,6.0,1
2177,26-35,NaN,True,5,6.0,3
2178,56+,NaN,True,2,,1
2179,46-55,NaN,False,1,4.0,1
2180,26-35,Married,False,5,4.0,1
2181,26-35,NaN,False,4,3.0,8
2182,56+,Married,True,4,4.0,7
2183,36-45,Married,True,1,,1
2184,56+,NaN,False,1,3.0,7
2185,46-55,NaN,True,1,4.0,9
2186,18-25,Single,False,4,1.0,7
2187,46-55,Married,False,3,4.0,6
2188,46-55,NaN,False,4,6.0,2
2189,36-45,NaN,True,5,3.0,1
2190,26-35,NaN,True,5,,2
2191,56+,Married,True,5,4.0,1
2192,26-35,NaN,False,3,1.0,5
2193,26-35,Single,False,6,4.0,8
2194,18-25,Single,False,6,5.0,5
2195,46-55,Married,False,6,6.0,4
2196,46-55,NaN,True,1,1.0,6
2197,26-35,Married,False,1,4.0,9
2198,56+,Single,True,4,5.0,9
2199,56+,Married,True,6,6.0,6
2200,56+,NaN,False,1,4.0,8
2201,18-25,Single,True,6,3.0,6
2202,36-45,Married,False,3,6.0,6
2203,36-45,Married,True,6,6.0,4
2204,46-55,Single,False,6,,8
2205,46-55,Married,False,1,,2
2206,36-45,Single,False,4,6.0,7
2207,26-35,Single,False,4,,3
2208,18-25,Married,True,1,,7
2209,56+,Single,True,3,1.0,7
2210,18-25,Single,False,6,,3
2211,26-35,Married,True,6,5.0,2
2212,56+,Married,False,4,2.0,8
2213,36-45,NaN,False,1,4.0,8
2214,56+,Married,True,4,1.0,5
2215,18-25,NaN,False,6,4.0,3
2216,26-35,Married,True,5,3.0,8
2217,18-25,Married,False,6,3.0,8
2218,18-25,Married,False,2,3.0,1
2219,46-55,Single,False,5,6.0,3
2220,46-55,Married,False,6,4.0,6
2221,18-25,Married,True,2,4.0,4
2222,46-55,Single,True,5,2.0,2
2223,56+,Married,True,2,1.0,4
2224,46-55,Single,True,3,,6
2225,36-45,NaN,True,5,,9
2226,56+,Married,True,5,1.0,4
2227,18-25,Single,False,3,2.0,2
2228,56+,Married,True,2,5.0,9
2229,56+,NaN,False,4,1.0,5
2230,26-35,NaN,True,4,4.0,5
2231,26-35,NaN,False,2,,4
2232,18-25,Married,True,1,,9
2233,46-55,Single,False,1,3.0,1
2234,36-45,NaN,True,5,5.0,8
2235,26-35,Single,True,1,2.0,2
2236,56+,Single,False,4,,3
2237,56+,Married,True,1,,5
2238,26-35,Single,True,2,1.0,7
2239,56+,Married,False,5,4.0,4
2240,26-35,Married,False,2,2.0,4
2241,56+,NaN,True,1,5.0,6
2242,46-55,Married,True,6,1.0,1
2243,56+,NaN,True,1,6.0,2
2244,46-55,NaN,False,4,3.0,6
2245,18-25,Single,False,2,3.0,8
2246,46-55,NaN,False,2,2.0,8
2247,26-35,Married,True,4,5.0,2
2248,46-55,Married,True,2,5.0,9
2249,18-25,NaN,False,5,2.0,3
2250,36-45,Single,True,4,2.0,6
2251,56+,Married,True,2,6.0,9
2252,36-45,NaN,False,3,,3
2253,46-55,Married,True,5,5.0,5
2254,46-55,Married,False,3,5.0,8
2255,18-25,Single,False,4,1.0,2
2256,36-45,NaN,True,3,3.0,2
2257,18-25,NaN,False,6,4.0,7
2258,18-25,Married,True,6,3.0,4
2259,56+,Married,True,1,,6
2260,26-35,NaN,False,2,,2
2261,56+,Single,True,2,3.0,6
2262,26-35,Single,False,3,5.0,7
2263,36-45,NaN,False,1,1.0,3
2264,18-25,Married,False,6,1.0,7
2265,18-25,Married,False,1,5.0,2
2266,56+,Single,True,4,3.0,3
2267,46-55,Single,False,2,2.0,5
2268,18-25,Married,True,4,,3
2269,56+,Married,True,6,,9
2270,26-35,NaN,True,3,4.0,9
2271,36-45,Married,True,4,2.0,2
2272,56+,Single,True,2,3.0,8
2273,18-25,NaN,True,4,2.0,5
2274,18-25,NaN,False,2,,1
2275,46-55,NaN,False,2,6.0,5
2276,46-55,Married,False,3,,9
2277,26-35,Married,False,6,3.0,3
2278,46-55,Married,False,5,5.0,5
2279,56+,Single,True,6,4.0,2
2280,36-45,Married,False,3,3.0,5
2281,26-35,NaN,True,4,4.0,4
2282,36-45,NaN,True,2,2.0,7
2283,36-45,Single,False,4,6.0,5
2284,46-55,NaN,False,6,5.0,4
2285,56+,Married,True,1,6.0,4
2286,56+,NaN,False,3,6.0,4
2287,26-35,Married,True,6,3.0,6
2288,46-55,Married,False,3,1.0,8
2289,46-55,NaN,False,2,2.0,2
2290,18-25,Married,False,2,6.0,1
2291,18-25,NaN,False,4,4.0,2
2292,56+,Single,True,2,3.0,3
2293,26-35,Single,False,3,5.0,5
2294,26-35,Single,False,4,,1
2295,46-55,NaN,True,1,5.0,8
2296,46-55,Single,True,3,2.0,6
2297,56+,Single,False,4,3.0,8
2298,46-55,NaN,True,2,5.0,5
2299,46-55,Single,True,1,2.0,4
2300,18-25,Single,True,4,3.0,2
2301,18-25,NaN,False,6,2.0,5
2302,18-25,Married,True,1,1.0,3
2303,36-45,Married,False,2,1.0,9
2304,26-35,Single,True,3,6.0,9
2305,56+,Married,False,3,6.0,9
2306,56+,NaN,True,4,5.0,6
2307,56+,Married,True,3,,7
2308,46-55,NaN,True,1,5.0,7
2309,36-45,NaN,True,1,2.0,7
2310,36-45,Married,False,5,5.0,1
2311,56+,NaN,True,6,6.0,3
2312,46-55,NaN,False,4,5.0,1
2313,18-25,Single,False,2,5.0,4
2314,56+,Married,False,5,5.0,7
2315,36-45,NaN,True,4,4.0,9
2316,26-35,Single,True,6,5.0,6
2317,36-45,Married,True,2,3.0,9
2318,26-35,Married,False,6,6.0,1
2319,26-35,Married,False,6,5.0,5
2320,46-55,Married,False,3,3.0,1
2321,26-35,NaN,False,2,,7
2322,26-35,NaN,True,5,4.0,6
2323,46-55,Single,False,5,,8
2324,36-45,NaN,True,6,4.0,6
2325,18-25,Single,False,1,4.0,5
2326,18-25,NaN,True,1,3.0,8
2327,46-55,Married,False,1,,7
2328,46-55,Married,True,3,1.0,7
2329,46-55,Married,True,4,3.0,6
2330,46-55,NaN,True,3,5.0,6
2331,18-25,Married,False,2,2.0,6
2332,26-35,Single,False,4,,5
2333,36-45,NaN,False,2,,7
2334,18-25,NaN,True,3,3.0,1
2335,36-45,Single,True,1,2.0,6
2336,36-45,NaN,True,1,1.0,2
2337,36-45,Married,False,1,,1
2338,18-25,Married,True,1,6.0,5
2339,36-45,Married,False,3,1.0,1
2340,18-25,NaN,False,6,6.0,1
2341,36-45,Married,True,4,,2
2342,46-55,Married,False,1,6.0,8
2343,56+,NaN,False,4,4.0,3
2344,36-45,Married,True,4,1.0,7
2345,18-25,Married,True,6,2.0,3
2346,56+,Married,False,3,3.0,1
2347,18-25,Married,False,1,1.0,3
2348,46-55,Single,True,4,4.0,6
2349,56+,Married,True,1,3.0,3
2350,36-45,Married,True,5,1.0,4
2351,18-25,NaN,True,6,3.0,9
2352,56+,NaN,False,4,1.0,9
2353,46-55,Married,True,1,1.0,6
2354,36-45,NaN,True,3,2.0,9
2355,36-45,Married,True,3,,2
2356,46-55,NaN,False,5,1.0,5
2357,26-35,Single,True,2,2.0,1
2358,36-45,Single,True,3,1.0,5
2359,46-55,NaN,False,1,6.0,9
2360,56+,Single,True,3,4.0,9
2361,56+,NaN,True,6,5.0,7
2362,26-35,Single,True,4,,1
2363,46-55,Single,True,5,3.0,5
2364,26-35,Single,False,2,3.0,1
2365,36-45,NaN,False,6,1.0,4
2366,56+,Married,True,5,1.0,7
2367,36-45,NaN,False,4,,6
2368,18-25,Married,False,1,1.0,5
2369,46-55,NaN,True,2,3.0,8
2370,26-35,Single,False,3,,7
2371,26-35,Married,True,5,3.0,6
2372,46-55,Single,False,3,3.0,4
2373,46-55,Married,False,5,5.0,3
2374,46-55,NaN,False,5,6.0,6
2375,56+,Married,False,1,3.0,6
2376,26-35,Single,True,2,6.0,4
2377,36-45,Married,True,2,3.0,6
2378,46-55,NaN,False,5,4.0,7
2379,18-25,NaN,True,2,2.0,1
2380,46-55,Married,True,2,2.0,9
2381,36-45,Single,True,1,3.0,6
2382,36-45,Single,False,5,2.0,9
2383,36-45,Married,False,5,3.0,5
2384,56+,Single,False,6,5.0,3
2385,56+,Married,False,2,1.0,4
2386,26-35,NaN,False,5,6.0,4
2387,56+,Married,True,5,1.0,7
2388,26-35,Single,True,2,6.0,3
2389,56+,NaN,False,5,2.0,1
2390,56+,Single,False,3,1.0,9
2391,46-55,Single,False,5,1.0,1
2392,36-45,Married,False,2,4.0,9
2393,26-35,Married,True,5,1.0,1
2394,46-55,Single,False,6,,7
2395,36-45,NaN,False,3,,3
2396,26-35,Married,False,2,1.0,7
2397,56+,Married,True,2,6.0,8
2398,46-55,Single,True,2,2.0,8
2399,56+,Single,False,5,,1
2400,56+,Married,False,6,2.0,5
2401,46-55,NaN,False,4,5.0,7
2402,26-35,NaN,False,4,5.0,8
2403,18-25,NaN,True,4,5.0,5
2404,26-35,Single,True,1,1.0,1
2405,56+,Married,False,5,6.0,1
2406,26-35,Married,False,2,,8
2407,56+,Single,False,4,4.0,9
2408,56+,Single,True,5,1.0,8
2409,18-25,Married,True,6,,5
2410,18-25,NaN,True,2,5.0,2
2411,36-45,Single,False,1,3.0,5
2412,36-45,Single,True,6,6.0,8
2413,46-55,NaN,False,2,6.0,7
2414,18-25,Married,False,6,,3
2415,36-45,NaN,True,3,3.0,2
2416,26-35,NaN,False,4,5.0,9
2417,18-25,Married,False,3,4.0,5
2418,26-35,NaN,True,4,3.0,4
2419,56+,Single,False,6,,9
2420,56+,NaN,True,5,6.0,5
2421,56+,Single,False,2,3.0,4
2422,46-55,Married,False,5,6.0,4
2423,18-25,Single,True,5,4.0,2
2424,36-45,Single,True,2,3.0,1
2425,46-55,Married,True,5,6.0,8
2426,56+,Married,False,5,2.0,8
2427,18-25,Married,True,1,1.0,2
2428,46-55,Single,True,5,4.0,1
2429,46-55,Single,True,1,6.0,2
2430,56+,Married,True,5,5.0,6
2431,18-25,Married,True,2,4.0,2
2432,46-55,Single,True,1,2.0,5
2433,46-55,Single,False,4,,8
2434,26-35,Single,True,4,5.0,9
2435,26-35,NaN,False,2,,5
2436,18-25,NaN,True,2,2.0,1
2437,56+,Married,False,4,6.0,5
2438,18-25,Single,False,6,5.0,2
2439,36-45,Single,False,6,5.0,7
2440,18-25,Single,False,1,4.0,2
2441,36-45,Married,False,5,3.0,1
2442,18-25,NaN,False,6,1.0,9
2443,56+,Married,False,6,2.0,9
2444,26-35,Married,True,1,,9
2445,26-35,Married,False,5,4.0,8
2446,46-55,Single,False,6,1.0,9
2447,26-35,NaN,False,1,,6
2448,36-45,Single,False,4,2.0,7
2449,46-55,NaN,True,3,2.0,4
2450,56+,NaN,True,3,1.0,3
2451,46-55,NaN,True,2,6.0,9
2452,18-25,Single,False,1,3.0,6
2453,56+,Married,True,1,2.0,3
2454,26-35,Single,True,3,3.0,8
2455,46-55,Single,True,3,3.0,3
2456,46-55,Married,False,4,4.0,9
2457,26-35,Single,True,3,3.0,5
2458,36-45,Married,True,2,1.0,1
2459,26-35,Single,False,1,1.0,1
2460,26-35,Married,True,1,3.0,9
2461,56+,Married,True,3,5.0,7
2462,18-25,Married,False,4,,2
2463,18-25,Single,True,5,4.0,1
2464,56+,Single,True,3,1.0,7
2465,36-45,Married,False,6,2.0,2
2466,18-25,Married,True,3,5.0,3
2467,18-25,NaN,True,4,,1
2468,36-45,Married,True,3,,6
2469,26-35,Single,True,2,3.0,2
2470,56+,NaN,False,2,3.0,3
2471,36-45,Married,False,4,6.0,7
2472,18-25,Married,True,4,5.0,7
2473,18-25,NaN,True,5,3.0,8
2474,36-45,Single,True,3,6.0,6
2475,26-35,NaN,True,2,3.0,9
2476,18-25,Single,False,3,6.0,3
2477,36-45,Single,True,1,2.0,8
2478,56+,NaN,False,4,1.0,8
2479,36-45,Single,False,3,1.0,3
2480,26-35,NaN,False,2,5.0,8
2481,26-35,Single,True,1,6.0,2
2482,26-35,NaN,False,2,5.0,3
2483,56+,Single,False,6,,9
2484,26-35,Married,True,5,2.0,4
2485,36-45,NaN,True,1,3.0,9
2486,26-35,NaN,False,1,,1
2487,46-55,Single,True,6,1.0,3
2488,26-35,NaN,True,6,1.0,4
2489,56+,NaN,True,5,2.0,2
2490,46-55,Single,True,4,6.0,6
2491,46-55,NaN,False,5,4.0,7
2492,46-55,Single,False,2,4.0,4
2493,56+,Married,False,6,4.0,2
2494,46-55,NaN,False,1,1.0,2
2495,46-55,Married,False,5,1.0,1
2496,56+,Married,True,4,4.0,5
2497,26-35,Married,False,1,1.0,6
2498,36-45,NaN,False,3,1.0,4
2499,26-35,NaN,False,3,1.0,2
2500,26-35,Single,False,6,4.0,3
2501,56+,NaN,False,3,6.0,8
2502,36-45,Single,False,5,3.0,9
2503,26-35,NaN,False,1,4.0,9
2504,26-35,Married,True,5,3.0,3
2505,18-25,NaN,False,4,,6
2506,26-35,Single,False,5,5.0,1
2507,46-55,Married,True,5,,4
2508,26-35,Single,True,2,6.0,4
2509,26-35,NaN,False,6,4.0,8
2510,56+,NaN,True,1,4.0,9
2511,46-55,Married,False,4,3.0,6
2512,26-35,NaN,False,1,3.0,9
2513,18-25,Single,True,4,1.0,6
2514,36-45,Single,False,4,1.0,7
2515,56+,NaN,False,4,5.0,6
2516,36-45,Single,False,1,2.0,6
2517,46-55,Married,True,2,1.0,9
2518,26-35,Single,False,3,3.0,4
2519,18-25,Single,True,3,6.0,2
2520,56+,Single,True,2,,2
2521,56+,Single,False,1,6.0,9
2522,56+,Single,True,6,,3
2523,26-35,NaN,True,1,2.0,4
2524,56+,Single,True,5,,7
2525,18-25,Married,True,6,1.0,5
2526,26-35,Married,True,5,2.0,9
2527,18-25,NaN,True,2,1.0,9
2528,56+,Single,True,6,4.0,5
2529,18-25,NaN,False,6,3.0,4
2530,18-25,Single,False,4,4.0,1
2531,26-35,NaN,False,2,2.0,8
2532,26-35,Single,True,5,1.0,8
2533,46-55,Single,True,5,4.0,9
2534,18-25,NaN,False,2,3.0,4
2535,26-35,Single,True,4,3.0,9
2536,18-25,NaN,True,1,6.0,2
2537,36-45,Married,False,1,1.0,9
2538,56+,NaN,True,4,,8
2539,18-25,Married,True,2,4.0,4
2540,18-25,Single,True,6,3.0,6
2541,56+,NaN,False,4,4.0,7
2542,26-35,NaN,False,2,6.0,9
2543,46-55,NaN,True,5,1.0,8
2544,56+,NaN,False,3,6.0,3
2545,18-25,Single,False,6,4.0,7
2546,18-25,NaN,False,5,4.0,4
2547,26-35,Single,False,6,6.0,3
2548,36-45,Single,False,3,6.0,2
2549,26-35,Married,False,4,1.0,6
2550,18-25,NaN,True,1,6.0,9
2551,46-55,Single,False,6,5.0,8
2552,26-35,NaN,True,4,3.0,4
2553,26-35,NaN,True,4,4.0,5
2554,56+,Single,False,4,6.0,4
2555,56+,NaN,True,2,2.0,2
2556,46-55,Married,False,5,4.0,7
2557,26-35,Married,False,4,4.0,1
2558,18-25,NaN,False,6,5.0,9
2559,46-55,Single,True,3,1.0,6
2560,46-55,Single,True,4,,2
2561,36-45,NaN,False,6,,9
2562,36-45,Married,False,2,4.0,5
2563,56+,Single,True,1,2.0,8
2564,26-35,NaN,False,1,,4
2565,18-25,NaN,True,4,4.0,1
2566,26-35,Married,True,4,,9
2567,56+,Single,True,6,2.0,3
2568,18-25,Single,True,4,2.0,5
2569,56+,Married,True,1,3.0,1
2570,18-25,Married,True,1,5.0,6
2571,26-35,NaN,True,6,6.0,8
2572,56+,Married,True,1,6.0,9
2573,26-35,Single,True,4,3.0,8
2574,36-45,NaN,True,2,1.0,4
2575,56+,NaN,False,4,6.0,5
2576,46-55,Single,True,6,5.0,2
2577,56+,Single,False,5,6.0,1
2578,56+,Single,False,5,,1
2579,26-35,Married,True,2,4.0,2
2580,18-25,Single,True,3,6.0,1
2581,36-45,Single,False,5,4.0,5
2582,56+,Single,False,4,1.0,6
2583,18-25,Single,False,6,5.0,6
2584,56+,Single,False,5,,1
2585,18-25,Married,False,6,2.0,4
2586,18-25,Single,True,1,3.0,9
2587,56+,NaN,False,3,6.0,8
2588,18-25,Married,True,4,2.0,3
2589,46-55,NaN,False,5,5.0,7
2590,56+,NaN,True,1,3.0,6
2591,36-45,NaN,True,5,2.0,5
2592,36-45,NaN,False,2,,6
2593,56+,Married,False,5,5.0,2
2594,36-45,NaN,True,5,5.0,9
2595,46-55,NaN,True,5,5.0,1
2596,18-25,Married,False,6,2.0,5
2597,26-35,NaN,False,4,4.0,3
2598,26-35,Single,True,1,3.0,4
2599,56+,NaN,False,6,4.0,1
2600,26-35,Single,True,5,6.0,9
2601,26-35,Married,False,1,2.0,2
2602,26-35,Married,False,2,2.0,9
2603,56+,Married,True,5,4.0,4
2604,46-55,Married,True,2,2.0,3
2605,56+,Married,False,5,6.0,3
2606,26-35,NaN,False,6,5.0,9
2607,46-55,Married,False,3,1.0,2
2608,46-55,Single,False,4,1.0,3
2609,46-55,Single,True,5,1.0,3
2610,18-25,Single,False,6,1.0,1
2611,26-35,Single,False,2,6.0,9
2612,56+,Single,False,1,3.0,1
2613,18-25,Single,False,4,6.0,2
2614,56+,Married,False,5,,4
2615,56+,NaN,True,1,,8
2616,36-45,NaN,False,2,1.0,6
2617,36-45,Married,True,1,2.0,5
2618,18-25,Married,False,5,1.0,8
2619,46-55,Married,False,2,4.0,4
2620,56+,NaN,True,6,6.0,9
2621,26-35,NaN,False,1,,5
2622,36-45,NaN,True,5,5.0,5
2623,26-35,Married,True,5,6.0,1
2624,18-25,Married,True,2,6.0,6
2625,36-45,Single,True,5,1.0,9
2626,26-35,NaN,False,1,1.0,5
2627,18-25,Single,False,4,6.0,6
2628,56+,Single,False,3,5.0,9
2629,56+,Married,True,2,2.0,6
2630,46-55,Single,False,4,6.0,1
2631,18-25,Single,False,4,5.0,4
2632,26-35,Single,False,1,6.0,4
2633,26-35,Single,False,3,5.0,1
2634,26-35,NaN,False,3,1.0,7
2635,18-25,Married,False,4,,7
2636,46-55,Single,False,1,2.0,5
2637,46-55,NaN,True,4,6.0,8
2638,26-35,NaN,False,5,1.0,2
2639,18-25,Married,True,3,6.0,4
2640,56+,Single,False,3,2.0,3
2641,36-45,Married,True,5,4.0,7
2642,46-55,Married,True,5,1.0,2
2643,26-35,NaN,True,2,,3
2644,56+,NaN,False,3,1.0,2
2645,18-25,NaN,True,5,5.0,3
2646,36-45,Married,False,2,2.0,8
2647,46-55,Married,False,5,6.0,4
2648,36-45,NaN,True,6,2.0,5
2649,56+,Married,True,6,3.0,6
2650,46-55,NaN,False,5,,1
2651,26-35,NaN,True,5,6.0,3
2652,18-25,Married,False,3,6.0,8
2653,36-45,Married,False,1,4.0,3
2654,46-55,Single,True,4,6.0,1
2655,56+,Married,True,3,2.0,1
2656,18-25,Married,True,6,1.0,2
2657,26-35,Married,True,3,1.0,1
2658,18-25,Single,True,1,5.0,7
2659,36-45,Married,False,1,4.0,3
2660,26-35,Married,True,5,1.0,1
2661,56+,Married,True,6,4.0,4
2662,36-45,Single,True,1,4.0,5
2663,56+,Single,True,4,3.0,4
2664,46-55,Married,False,1,5.0,7
2665,56+,NaN,False,4,3.0,9
2666,56+,Married,True,2,2.0,4
2667,26-35,Single,False,6,2.0,8
2668,26-35,Married,False,2,6.0,4
2669,18-25,Married,True,2,,3
2670,46-55,Married,False,3,4.0,5
2671,56+,NaN,False,5,3.0,3
2672,18-25,Married,True,3,2.0,2
2673,56+,Single,False,3,6.0,8
2674,36-45,Married,False,5,3.0,9
2675,36-45,NaN,False,3,,7
2676,36-45,Single,True,5,4.0,1
2677,18-25,Married,True,6,3.0,5
2678,56+,Single,True,5,1.0,4
2679,18-25,Married,True,6,6.0,3
2680,18-25,Single,True,6,6.0,8
2681,46-55,Married,True,5,1.0,4
2682,18-25,NaN,False,6,4.0,9
2683,26-35,NaN,False,4,5.0,8
2684,56+,Married,True,2,3.0,1
2685,26-35,Single,True,3,3.0,9
2686,36-45,Married,True,2,2.0,1
2687,26-35,Married,True,6,,1
2688,18-25,Married,False,4,1.0,6
2689,36-45,NaN,True,4,5.0,2
2690,26-35,NaN,False,2,3.0,8
2691,46-55,Single,True,4,5.0,6
2692,56+,Married,False,4,2.0,1
2693,46-55,NaN,False,4,5.0,9
2694,46-55,Single,True,3,,4
2695,36-45,NaN,False,4,,5
2696,36-45,Married,False,3,1.0,8
2697,26-35,Single,False,1,5.0,9
