id,campaign_id,coupon_id,customer_id,redemption_status
6429,21,541,624,0
6430,21,452,863,1
6431,20,861,133,0
6432,22,788,881,1
6433,24,160,354,1
6434,21,492,1879,0
6435,28,268,1441,1
6436,26,120,1383,1
6437,27,310,1506,1
6438,21,872,2012,0
6439,20,793,697,1
6440,23,134,392,0
6441,23,916,2984,0
6442,21,822,1752,0
6443,20,830,1394,0
6444,28,420,584,1
6445,28,737,481,0
6446,29,738,1200,1
6447,23,100,163,0
6448,23,130,1010,1
6449,28,965,2310,0
6450,29,400,2,1
6451,23,853,779,0
6452,26,342,2755,1
6453,20,385,1162,0
6454,23,842,958,0
6455,23,611,1932,1
6456,26,121,2302,0
6457,20,548,1357,0
6458,25,303,2733,1
6459,24,379,2379,1
6460,22,947,1684,1
6461,24,567,2913,1
6462,23,153,1844,1
6463,21,974,2008,0
6464,23,920,267,1
6465,29,286,2933,1
6466,23,566,255,1
6467,26,596,2528,1
6468,20,421,2458,0
6469,20,693,1084,1
6470,27,702,1100,0
6471,21,742,1751,1
6472,22,390,2129,1
6473,28,837,273,0
6474,29,841,1699,0
6475,22,396,2606,1
6476,20,837,96,0
6477,29,670,1489,0
6478,20,403,303,0
6479,26,391,2098,1
6480,23,173,553,0
6481,27,378,550,1
6482,23,305,1493,1
6483,20,552,1998,1
6484,28,597,1196,0
6485,29,159,1959,0
6486,20,710,750,1
6487,23,900,2557,0
6488,29,637,1793,0
6489,22,909,1638,0
6490,28,498,2094,0
6491,24,124,1829,0
6492,22,685,2682,1
6493,21,296,1629,0
6494,29,241,2877,0
6495,25,209,2751,1
6496,29,960,1499,1
6497,26,849,56,0
6498,28,969,140,1
6499,27,440,1187,1
6500,25,966,2982,0
6501,26,255,814,1
6502,24,966,451,0
6503,25,152,2546,1
6504,20,742,980,0
6505,24,118,2170,1
6506,27,860,2684,1
6507,24,385,2939,0
6508,22,778,1484,1
6509,23,174,1354,0
6510,29,265,491,0
6511,20,259,2976,0
6512,24,520,858,1
6513,22,534,2393,0
6514,22,280,2476,1
6515,26,451,1960,0
6516,20,465,2381,0
6517,28,569,1885,1
6518,22,541,2899,0
6519,20,573,1977,1
6520,20,943,1272,0
6521,27,812,737,0
6522,20,731,2184,0
6523,20,904,2105,1
6524,25,986,1191,0
6525,24,495,974,1
6526,27,417,733,1
6527,28,546,716,0
6528,24,163,2571,1
6529,22,595,1772,0
6530,26,196,1592,0
6531,23,364,1777,0
6532,26,884,1290,1
6533,21,285,75,0
6534,29,452,2070,1
6535,25,668,3000,0
6536,24,252,2348,1
6537,28,534,80,1
6538,29,616,586,1
6539,22,735,604,0
6540,28,783,2150,0
6541,28,455,795,1
6542,20,672,1242,1
6543,27,701,398,0
6544,23,536,372,1
6545,20,368,2717,1
6546,24,563,510,1
6547,22,919,1822,0
6548,22,895,471,1
6549,26,591,2426,0
6550,21,622,2261,1
6551,24,323,2082,0
6552,20,204,587,0
6553,28,878,920,0
6554,23,357,1557,0
6555,20,676,1000,0
6556,29,906,228,1
6557,23,276,1415,0
6558,23,538,1004,1
6559,20,549,339,1
6560,24,536,1264,1
6561,22,817,2621,0
6562,27,983,1571,0
6563,26,715,1818,1
6564,23,775,2586,1
6565,25,495,466,0
6566,21,285,1437,0
6567,22,735,2314,1
6568,28,131,2865,0
6569,23,920,716,0
6570,22,184,736,1
6571,27,195,2158,0
6572,24,775,2741,0
6573,26,957,1719,1
6574,29,345,1059,0
6575,27,498,793,1
6576,20,922,1695,1
6577,29,256,386,0
6578,26,271,2843,0
6579,21,937,81,1
6580,25,769,927,0
6581,25,537,1102,1
6582,23,248,2632,0
6583,21,267,799,1
6584,27,924,2587,0
6585,21,636,557,0
6586,24,449,1037,0
6587,22,557,689,0
6588,20,471,1716,0
6589,24,321,2004,0
6590,23,336,1150,1
6591,29,333,1787,1
6592,22,341,216,1
6593,25,540,281,0
6594,25,768,2130,0
6595,26,880,1195,1
6596,24,290,1328,1
6597,23,273,1627,0
6598,24,178,2545,0
6599,21,179,116,0
6600,21,299,1400,1
6601,26,694,2436,1
6602,22,779,84,1
6603,25,339,1878,0
6604,21,349,1528,1
6605,27,362,2094,0
6606,20,214,2200,1
6607,22,210,2880,1
6608,29,565,1615,0
6609,25,179,1502,1
6610,20,861,633,0
6611,25,294,1359,1
6612,27,678,2272,0
6613,20,142,2016,1
6614,24,636,1638,1
6615,29,590,1090,1
6616,24,675,1012,1
6617,24,594,188,1
6618,26,960,1028,1
6619,28,910,1516,1
6620,22,642,1879,0
6621,24,882,2608,0
6622,21,212,2443,1
6623,22,716,397,0
6624,22,644,897,0
6625,21,317,2377,0
6626,28,590,1548,0
6627,26,563,2917,1
6628,20,723,602,0
6629,22,922,15,0
6630,23,358,361,1
6631,23,627,2438,1
6632,21,175,633,1
6633,23,197,184,0
6634,21,913,2570,1
6635,25,776,538,1
6636,20,706,2216,0
6637,28,447,1247,0
6638,22,370,2731,0
6639,25,189,2262,0
6640,22,415,860,0
6641,29,616,983,1
6642,20,396,249,0
6643,26,116,1004,1
6644,26,513,1489,1
6645,23,454,862,1
6646,28,540,198,1
6647,29,527,180,1
6648,28,372,2365,0
6649,21,266,439,0
6650,20,729,2164,0
6651,20,596,2287,0
6652,22,369,38,1
6653,24,110,1813,0
6654,28,891,94,0
6655,20,694,2200,1
6656,27,505,484,1
6657,25,904,138,0
6658,28,331,727,0
6659,29,745,397,0
6660,24,247,2817,1
6661,29,760,343,0
6662,26,516,2123,0
6663,27,900,1654,0
6664,25,564,2478,0
6665,21,169,188,0
6666,25,746,2016,1
6667,27,709,2153,1
6668,28,155,1447,0
6669,24,798,172,1
6670,21,238,28,1
6671,23,681,2195,1
6672,22,645,2700,0
6673,25,186,2133,1
6674,25,631,1770,0
6675,22,418,2126,0
6676,21,859,117,0
6677,20,376,1206,0
6678,22,106,643,1
6679,20,880,56,1
6680,23,986,1978,0
6681,27,809,2336,1
6682,20,447,2356,0
6683,24,480,2331,1
6684,21,205,733,0
6685,28,693,2305,1
6686,23,843,910,0
6687,29,151,265,1
6688,27,933,1073,1
6689,24,390,808,1
6690,23,670,55,0
6691,22,961,1779,1
6692,27,189,1975,1
6693,26,873,302,1
6694,26,695,2024,0
6695,21,987,1897,1
6696,25,710,507,1
6697,24,369,2299,0
6698,29,324,2723,0
6699,21,203,1489,1
6700,29,502,848,1
6701,28,708,2478,0
6702,22,130,1935,0
6703,26,594,741,1
6704,28,694,2133,0
6705,24,886,2688,1
6706,27,190,2126,1
6707,20,611,1573,1
6708,21,577,1484,1
6709,23,165,616,1
6710,26,631,1110,0
6711,20,744,2115,0
6712,27,791,370,1
6713,24,492,1071,0
6714,26,170,1042,0
6715,20,623,57,0
6716,26,266,26,1
6717,29,472,2,0
6718,29,869,2487,1
6719,21,846,1511,0
6720,22,608,2991,1
6721,28,828,2450,0
6722,20,566,1410,1
6723,20,695,2004,0
6724,26,684,2091,0
6725,26,618,2146,0
6726,23,374,1672,1
6727,20,583,2715,0
6728,26,414,2655,0
6729,21,196,1435,1
6730,23,516,2390,0
6731,23,871,2191,1
6732,23,977,1246,0
6733,23,590,2753,0
6734,28,471,1140,1
6735,25,162,214,1
6736,22,755,2132,0
6737,28,173,1660,1
6738,29,237,2561,1
6739,22,927,1750,0
6740,20,486,102,1
6741,24,101,97,0
6742,24,766,468,0
6743,25,755,1175,1
6744,29,589,1026,1
6745,24,609,2430,0
6746,28,425,261,1
6747,24,729,165,1
6748,21,810,2207,1
6749,28,917,1683,0
6750,28,765,1175,0
6751,24,933,226,0
6752,22,204,2220,0
6753,24,780,787,1
6754,22,977,301,0
6755,29,602,349,1
6756,27,251,234,0
6757,26,841,1700,0
6758,20,471,2359,0
6759,27,975,2133,0
6760,25,441,1091,0
6761,27,138,689,1
6762,28,361,2416,1
6763,26,866,533,1
6764,29,216,1139,0
6765,24,301,1971,1
6766,26,949,2551,0
6767,26,444,2437,1
6768,27,498,2725,1
6769,22,372,1650,0
6770,27,370,418,1
6771,29,630,733,0
6772,20,557,713,0
6773,21,556,1042,1
6774,23,931,189,0
6775,26,545,2371,0
6776,22,667,435,0
6777,25,115,2073,0
6778,28,153,1468,0
6779,21,159,1032,0
6780,22,920,2801,1
6781,27,386,427,0
6782,21,957,893,0
6783,22,199,1380,0
6784,24,975,2679,0
6785,21,633,49,1
6786,20,463,2444,0
6787,20,302,2045,1
6788,24,530,322,1
6789,25,602,355,1
6790,24,847,1890,1
6791,26,140,2647,0
6792,26,477,1561,0
6793,24,659,2203,1
6794,23,532,1254,0
6795,24,386,2174,1
6796,22,410,2144,0
6797,24,176,2226,0
6798,27,504,1385,1
6799,21,748,1899,0
6800,27,930,1228,1
6801,28,219,2913,0
6802,21,668,2503,1
6803,23,197,646,0
6804,25,748,216,1
6805,22,836,23,0
6806,26,634,1527,1
6807,23,371,1081,1
6808,24,337,192,1
6809,24,632,277,1
6810,29,749,2510,0
6811,21,956,2109,1
6812,27,573,1725,0
6813,26,576,1478,0
6814,26,442,1893,1
6815,28,103,1415,0
6816,23,493,1987,0
6817,24,261,1139,1
6818,22,736,1425,0
6819,29,245,2117,0
6820,20,978,941,1
6821,24,328,438,1
6822,23,260,100,1
6823,29,193,532,0
6824,21,760,2771,1
6825,29,369,1870,0
6826,28,547,1394,0
6827,23,351,1537,0
6828,27,240,2586,1
6829,23,551,58,0
6830,27,671,2832,1
6831,23,819,1102,1
6832,26,551,575,0
6833,27,125,122,0
6834,25,648,1952,0
6835,20,347,1164,1
6836,24,370,2542,1
6837,23,243,2149,1
6838,26,181,2517,1
6839,29,924,2367,0
6840,21,580,78,1
6841,27,232,168,1
6842,21,482,2320,1
6843,21,340,2083,1
6844,21,200,2050,0
6845,21,123,243,0
6846,26,754,1976,0
6847,25,581,64,1
6848,23,919,2083,1
6849,26,475,2700,0
6850,21,944,194,1
6851,26,485,1064,1
6852,22,549,2724,1
6853,25,730,344,0
6854,20,593,2719,1
6855,26,216,2282,1
6856,28,723,96,1
6857,27,666,403,1
6858,23,255,2360,0
6859,28,490,301,0
6860,20,926,2067,0
6861,22,964,2425,0
6862,27,701,1260,1
6863,29,757,661,0
6864,23,419,2888,1
6865,25,566,1870,0
6866,20,304,1079,1
6867,22,707,2228,0
6868,22,641,860,1
6869,23,162,462,0
6870,26,281,512,1
6871,24,513,1580,0
6872,29,655,1311,0
6873,24,836,2669,0
6874,25,149,2277,0
6875,26,297,1815,0
6876,21,588,1063,0
6877,23,893,1431,0
6878,21,826,2506,0
6879,22,672,2141,0
6880,26,574,2927,1
6881,21,911,937,0
6882,28,991,33,1
6883,22,830,1935,1
6884,28,647,450,1
6885,20,426,2877,0
6886,25,636,2750,0
6887,26,834,2254,0
6888,29,926,1974,1
6889,27,587,684,1
6890,28,908,1440,0
6891,26,133,1871,0
6892,22,150,795,0
6893,25,152,1666,1
6894,25,767,573,0
6895,25,875,127,1
6896,24,257,2787,1
6897,20,472,623,0
6898,22,199,2082,1
6899,22,252,2462,0
6900,21,440,2624,1
6901,27,791,2824,0
6902,29,202,646,0
6903,25,948,1499,0
6904,25,949,1400,0
6905,27,678,2947,0
6906,28,264,2928,0
6907,28,425,1103,1
6908,24,293,2854,0
6909,25,835,443,1
6910,27,200,2850,0
6911,24,660,28,1
6912,24,950,2779,1
6913,28,502,704,0
6914,23,615,2451,1
6915,27,101,1082,1
6916,25,114,1919,0
6917,29,947,29,1
6918,24,485,2479,1
6919,28,784,1652,1
6920,29,574,1602,1
6921,27,682,1329,0
6922,20,593,2308,1
6923,25,227,1151,1
6924,20,183,1454,1
6925,26,142,844,0
6926,26,201,783,0
6927,26,358,266,0
6928,27,745,486,0
6929,25,399,1754,0
6930,21,702,2635,0
6931,26,194,1478,0
6932,27,778,965,0
6933,22,615,2762,0
6934,22,373,581,1
6935,29,851,1155,0
6936,24,189,2949,1
6937,21,729,716,0
6938,22,116,2442,1
6939,25,510,2028,1
6940,21,292,1154,1
6941,24,589,2553,1
6942,21,654,1958,1
6943,25,674,777,1
6944,22,280,363,1
6945,20,839,2578,0
6946,25,717,1465,1
6947,28,681,964,1
6948,24,783,521,1
6949,21,867,1217,0
6950,21,816,740,1
6951,23,985,1589,1
6952,24,691,473,1
6953,22,230,2132,1
6954,27,185,2167,0
6955,20,391,597,0
6956,22,642,2595,0
6957,23,379,1782,0
6958,22,311,2379,1
6959,29,702,750,1
6960,24,364,2352,0
6961,28,298,1212,0
6962,24,768,1958,1
6963,26,351,1032,0
6964,21,830,1397,0
6965,24,164,1535,1
6966,28,632,1371,0
6967,24,685,857,0
6968,22,795,998,1
6969,23,468,509,1
6970,22,229,1182,1
6971,27,567,164,1
6972,28,157,1709,1
6973,28,573,394,0
6974,26,924,1388,1
6975,23,970,2015,1
6976,29,671,1766,1
6977,27,411,1468,1
6978,21,101,524,0
6979,29,244,403,0
6980,24,405,2016,0
6981,28,946,1955,0
6982,25,220,2209,1
6983,28,349,2407,1
6984,22,224,1026,0
6985,21,779,2652,1
6986,23,906,2085,1
6987,26,331,1186,1
6988,21,920,1867,0
6989,28,116,1403,1
6990,25,745,1580,0
6991,28,345,628,1
6992,20,217,848,1
6993,23,825,2530,1
6994,28,852,26,1
6995,21,827,1472,1
6996,25,506,2196,1
6997,26,759,2688,1
6998,22,940,602,0
6999,22,616,1794,1
7000,25,153,2297,0
7001,23,465,2166,1
7002,28,743,175,1
7003,27,880,345,1
7004,29,748,1504,0
7005,29,758,1688,1
7006,28,408,399,1
7007,28,541,847,1
7008,20,828,1127,0
7009,21,498,1946,1
7010,27,858,1957,0
7011,24,263,463,0
7012,25,524,1328,1
7013,20,490,1555,1
7014,26,323,1298,1
7015,20,780,1789,1
7016,20,998,2791,0
7017,21,946,421,0
7018,22,417,1401,0
7019,20,517,194,1
7020,22,480,1078,0
7021,25,467,1517,1
7022,24,745,2700,0
7023,29,794,792,0
7024,20,176,2556,1
7025,24,668,1459,1
7026,26,860,1238,1
7027,21,246,1906,0
7028,21,131,1838,1
7029,25,510,160,0
7030,27,367,1385,1
7031,24,953,930,0
7032,24,936,1665,0
7033,20,375,1752,0
7034,25,552,2184,0
7035,21,475,394,1
7036,28,181,2702,1
7037,23,410,195,0
7038,22,810,1448,1
7039,20,527,2860,0
7040,23,339,2998,0
7041,28,675,504,0
7042,26,469,800,0
7043,21,639,598,0
7044,21,310,2925,1
7045,20,754,462,1
7046,20,253,2720,1
7047,26,562,2008,0
7048,25,998,220,0
7049,22,602,1234,1
7050,22,451,1630,0
7051,20,925,2036,1
7052,21,943,1513,0
7053,27,342,698,1
7054,26,269,2632,1
7055,23,901,1945,1
7056,25,694,2615,1
7057,23,786,878,0
7058,21,186,2445,1
7059,24,919,256,0
7060,27,438,1092,0
7061,21,308,672,1
7062,23,863,1548,1
7063,25,834,2809,0
7064,21,242,2030,0
7065,29,212,2498,1
7066,27,616,1458,1
7067,25,331,2001,0
7068,26,612,2832,0
7069,26,957,2300,1
7070,24,135,2519,0
7071,26,409,2275,1
7072,29,568,1309,0
7073,21,163,1505,0
7074,27,311,2131,0
7075,23,217,1978,1
7076,27,383,1270,0
7077,29,564,580,0
7078,25,300,299,0
7079,21,211,2495,1
7080,20,319,684,0
7081,26,497,1973,0
7082,25,859,1208,0
7083,21,646,1883,0
7084,29,322,2502,0
7085,20,647,2232,1
7086,29,386,1997,1
7087,24,773,2046,0
7088,20,288,1936,1
7089,28,281,1992,1
7090,20,131,2095,1
7091,23,876,1906,0
7092,25,926,1032,1
7093,22,878,416,0
7094,27,586,2690,0
7095,25,787,2873,1
7096,21,770,2174,0
7097,26,371,1874,0
7098,21,988,2810,1
7099,25,295,1385,0
7100,27,655,879,0
7101,22,845,1314,1
7102,27,239,1904,0
7103,20,459,721,0
7104,23,950,688,1
7105,23,547,2679,0
7106,24,104,2825,0
7107,29,579,133,0
7108,28,109,1711,0
7109,25,518,154,0
7110,23,632,1584,0
7111,29,236,2057,1
7112,26,806,1559,0
7113,29,913,555,0
7114,29,855,2799,0
7115,29,386,2994,1
7116,21,141,2416,1
7117,22,551,1829,1
7118,26,888,419,0
7119,25,762,1642,0
7120,20,337,1610,0
7121,29,563,1918,1
7122,27,787,2535,0
7123,21,723,884,1
7124,26,941,1333,1
7125,28,504,1969,1
7126,25,138,2303,0
7127,25,424,849,0
7128,22,601,616,1
7129,27,787,1264,0
7130,24,685,44,0
7131,21,292,640,0
7132,25,204,1047,1
7133,20,825,996,0
7134,28,779,1181,1
7135,20,868,796,0
7136,26,859,1786,0
7137,29,555,2739,0
7138,22,794,1408,0
7139,25,499,1345,1
7140,27,608,2017,0
7141,22,641,2013,0
7142,20,434,964,0
7143,29,572,1696,1
7144,20,654,1295,1
7145,28,652,2357,0
7146,28,823,679,0
7147,22,545,1618,1
7148,24,904,2059,1
7149,21,348,1150,1
7150,27,772,2992,0
7151,28,991,1113,1
7152,21,665,2000,1
7153,24,845,2297,1
7154,27,481,905,0
7155,25,648,723,0
7156,24,267,2714,0
7157,21,232,2027,1
7158,29,526,884,1
7159,26,231,1348,1
7160,26,704,941,0
7161,21,919,1876,1
7162,26,159,2231,0
7163,27,691,615,1
7164,29,715,1552,1
7165,26,677,1694,1
7166,28,909,169,1
7167,21,254,1602,1
7168,28,680,1145,0
7169,26,580,1945,1
7170,24,733,2016,1
7171,25,661,2155,1
7172,21,148,407,1
7173,23,716,1406,0
7174,28,195,2420,0
7175,23,741,364,1
7176,29,168,843,1
7177,23,655,1072,0
7178,28,772,2834,0
7179,23,977,1352,1
7180,24,478,938,1
7181,28,741,892,0
7182,26,740,1119,0
7183,21,877,2389,0
7184,25,588,507,1
7185,27,906,496,0
7186,28,184,1094,1
7187,27,550,221,0
7188,25,521,945,0
7189,21,312,2133,1
7190,25,826,871,0
7191,26,891,1669,0
7192,29,888,2682,0
7193,25,332,2654,1
7194,21,301,1627,1
7195,22,288,1242,1
7196,20,576,199,1
7197,24,745,536,0
7198,22,116,2560,1
7199,25,800,1710,0
7200,24,513,2108,1
7201,22,822,550,1
7202,27,862,1848,1
7203,27,291,822,0
7204,29,578,1336,0
7205,24,791,348,1
7206,28,939,1556,0
7207,22,312,999,1
7208,25,713,2794,0
7209,22,946,1408,0
7210,23,982,2213,1
7211,25,190,2217,1
7212,23,386,356,0
7213,27,730,981,1
7214,23,561,1052,1
7215,22,472,2570,1
7216,25,670,138,0
7217,24,665,1401,0
7218,26,604,467,1
7219,27,226,1854,1
7220,20,538,1189,1
7221,22,983,2594,0
7222,27,644,176,1
7223,21,235,599,0
7224,22,250,2816,0
7225,22,229,1215,1
7226,21,267,80,0
7227,27,951,1657,0
7228,24,467,1844,1
7229,27,784,979,0
7230,23,541,543,0
7231,27,298,2254,0
7232,28,773,502,0
7233,26,577,2630,0
7234,26,236,1175,1
7235,29,500,1656,1
7236,28,844,2947,1
7237,28,986,2378,0
7238,25,160,2956,0
7239,22,600,1760,0
7240,21,587,1238,0
7241,21,729,335,1
7242,27,672,869,0
7243,22,235,2662,0
7244,23,277,2233,0
7245,27,269,1427,0
7246,22,301,845,0
7247,28,752,913,0
7248,26,110,1768,0
7249,26,243,2089,0
7250,29,670,2789,0
7251,28,913,1230,0
7252,26,462,2722,0
7253,22,569,219,1
7254,25,422,75,0
7255,28,676,593,0
7256,26,682,30,1
7257,24,842,2704,1
7258,26,149,2761,1
7259,29,809,2273,0
7260,28,327,2328,1
7261,22,833,1593,1
7262,29,529,2920,1
7263,24,342,600,1
7264,29,246,1021,1
7265,25,822,611,0
7266,27,908,1529,0
7267,24,860,2292,0
7268,25,326,1917,0
7269,28,466,152,1
7270,26,721,1523,0
7271,21,585,2480,0
7272,24,575,1505,0
7273,25,694,2657,0
7274,23,363,2198,1
7275,20,624,1855,0
7276,26,561,2523,0
7277,24,481,2124,1
7278,26,388,1618,0
7279,28,489,2799,1
7280,29,127,2545,0
7281,27,122,555,1
7282,21,894,2255,1
7283,27,586,2186,1
7284,28,539,2990,0
7285,21,449,758,0
7286,25,909,2783,1
7287,22,288,945,0
7288,22,607,672,1
7289,29,347,1837,1
7290,20,425,2042,0
7291,25,733,2703,1
7292,22,742,1291,1
7293,28,463,77,1
7294,27,722,1315,0
7295,22,804,2254,0
7296,28,288,1879,0
7297,20,925,1004,1
7298,28,225,690,1
7299,29,658,1498,0
7300,27,145,2673,1
7301,20,252,2948,0
7302,26,478,1361,1
7303,28,178,2296,0
7304,21,642,2587,1
7305,20,866,1143,0
7306,20,444,289,0
7307,24,670,2401,1
7308,24,920,759,1
7309,22,998,976,1
7310,28,579,2072,1
7311,27,959,1834,1
7312,21,385,191,0
7313,21,144,1065,1
7314,22,315,2296,1
7315,25,194,1362,1
7316,29,521,2129,0
7317,24,433,2700,1
7318,26,281,715,0
7319,26,222,2402,0
7320,26,603,193,1
7321,25,904,153,0
7322,27,631,1068,0
7323,20,872,2856,1
7324,23,416,2688,0
7325,21,849,863,1
7326,20,464,2746,1
7327,23,754,2407,0
7328,21,614,1828,0
7329,23,189,233,0
7330,29,643,1885,0
7331,22,414,194,1
7332,28,910,1463,1
7333,23,487,2071,1
7334,20,846,168,0
7335,22,117,225,0
7336,28,757,1654,1
7337,26,276,348,1
7338,22,352,961,0
7339,25,589,855,1
7340,22,272,2366,1
7341,24,317,1593,0
7342,21,567,1107,0
7343,22,357,2011,0
7344,20,392,1321,1
7345,21,129,1281,1
7346,24,619,1634,0
7347,23,422,1022,0
7348,23,772,395,0
7349,24,533,133,1
7350,24,991,786,0
7351,22,954,1952,0
7352,21,100,1523,1
7353,26,938,330,0
7354,27,196,475,1
7355,23,297,2864,0
7356,27,662,585,0
7357,29,412,939,1
7358,22,168,1192,0
7359,24,649,54,1
7360,26,622,824,1
7361,23,725,1682,1
7362,23,316,1675,0
7363,26,365,2705,1
7364,27,188,1087,1
7365,22,773,159,1
7366,24,415,2529,1
7367,25,292,2169,0
7368,29,212,234,1
7369,26,541,1794,1
7370,24,919,282,1
7371,25,437,2392,0
7372,23,973,1305,1
7373,26,246,2164,1
7374,22,287,904,0
7375,24,189,415,0
7376,27,838,340,1
7377,25,902,2604,1
7378,21,983,2274,0
7379,21,968,2527,1
7380,26,363,1915,0
7381,26,439,449,1
7382,24,647,252,0
7383,29,902,345,1
7384,25,318,2577,0
7385,23,755,2498,0
7386,23,282,2693,0
7387,24,452,1306,0
7388,25,918,1370,1
7389,26,234,831,1
7390,28,232,1522,1
7391,29,962,982,0
7392,27,192,2539,0
7393,23,334,19,0
7394,26,532,866,1
7395,29,603,1576,0
7396,21,290,1742,0
7397,26,917,1485,1
7398,24,793,2117,1
7399,22,277,2242,0
7400,21,707,758,0
7401,27,791,1299,0
7402,22,942,2813,1
7403,20,226,2876,1
7404,27,626,2914,0
7405,26,751,1882,0
7406,24,930,782,0
7407,27,652,361,0
7408,26,596,1762,1
7409,22,813,1658,0
7410,20,239,2225,1
7411,27,965,660,0
7412,22,515,2780,0
7413,26,819,2821,1
7414,25,334,1473,0
7415,27,204,421,0
7416,27,667,1350,0
7417,28,666,154,0
7418,21,596,263,1
7419,21,723,1951,0
7420,21,801,130,1
7421,26,105,111,1
7422,21,581,2276,1
7423,29,173,1622,0
7424,25,432,2992,1
7425,22,495,1725,0
7426,20,685,54,1
7427,21,923,1962,0
7428,29,271,2783,1
7429,22,580,1436,0
7430,23,849,284,0
7431,26,983,1717,1
7432,25,389,103,0
7433,21,185,2739,0
7434,24,485,2947,0
7435,29,859,564,1
7436,21,409,980,0
7437,23,720,1652,0
7438,27,638,1882,1
7439,24,873,2767,1
7440,28,391,950,1
7441,24,458,2957,0
7442,23,903,1675,1
7443,27,846,579,0
7444,21,760,2384,0
7445,20,703,2022,1
7446,26,982,1007,1
7447,24,488,2899,1
7448,22,177,1804,0
7449,25,159,754,1
7450,22,490,1726,1
7451,29,726,2304,1
7452,28,145,1450,0
7453,24,858,2281,1
7454,25,521,2645,1
7455,25,887,2977,1
7456,29,705,1528,0
7457,25,697,43,0
7458,20,234,1412,0
7459,29,869,731,1
7460,22,140,2272,1
7461,26,476,1985,1
7462,29,690,1823,1
7463,21,866,1295,0
7464,29,836,2844,0
7465,24,941,2386,1
7466,24,780,193,0
7467,22,654,2627,1
7468,28,482,2530,1
7469,25,963,1331,1
7470,22,926,2796,1
7471,27,527,2484,1
7472,23,468,2215,0
7473,22,273,93,1
7474,27,571,2105,0
7475,27,765,1243,0
7476,20,813,2202,0
7477,24,487,2272,0
7478,24,450,654,0
7479,25,694,2922,0
7480,21,847,566,0
7481,21,727,1633,1
7482,21,256,2299,0
7483,20,893,723,0
7484,26,442,2404,0
7485,29,440,48,0
7486,27,561,527,0
7487,29,683,168,0
7488,24,609,350,1
7489,20,882,761,1
7490,20,752,1552,1
7491,26,739,259,1
7492,20,855,377,0
7493,29,178,71,0
7494,27,961,1758,0
7495,24,658,1833,1
7496,22,481,2306,0
7497,21,193,123,1
7498,29,878,139,1
7499,26,907,1358,1
7500,23,677,2164,0
7501,28,446,302,0
7502,20,762,2752,1
7503,28,229,833,0
7504,25,956,2896,0
7505,24,732,192,0
7506,24,908,45,0
7507,28,855,2500,1
7508,24,847,89,0
7509,24,316,2356,0
7510,22,350,1510,0
7511,24,311,801,0
7512,20,869,688,0
7513,20,503,1031,0
7514,29,128,2106,0
7515,28,393,1167,0
7516,23,894,1299,1
7517,22,700,2048,1
7518,28,895,575,0
7519,20,849,1328,0
7520,22,146,622,0
7521,27,292,1932,0
7522,20,718,15,0
7523,23,753,9,0
7524,22,381,1188,1
7525,29,682,412,0
7526,28,698,1449,1
7527,28,242,2632,0
7528,21,826,2000,0
7529,21,397,2880,1
7530,29,417,1525,0
7531,23,259,2315,1
7532,25,216,1001,1
7533,28,224,2511,1
7534,23,480,2740,1
7535,24,934,322,1
7536,25,106,1715,1
7537,27,118,1957,1
7538,29,439,265,0
7539,24,946,430,1
7540,21,765,785,1
7541,22,156,2879,1
7542,24,897,2459,0
7543,22,995,2228,1
7544,27,444,1312,1
7545,24,511,1385,1
7546,27,979,1668,0
7547,29,933,820,0
7548,26,843,2198,1
7549,28,105,454,1
7550,24,686,1613,1
7551,21,112,304,0
7552,23,576,2168,0
7553,27,274,2992,1
7554,24,314,2751,1
7555,29,878,1167,0
7556,24,814,1162,1
7557,27,292,786,1
7558,28,241,168,0
7559,22,561,493,0
7560,24,202,2307,1
7561,23,202,1024,1
7562,23,562,1838,1
7563,27,636,1813,0
7564,23,513,1192,0
7565,29,830,365,1
7566,24,530,2677,1
7567,25,666,385,1
7568,23,206,2378,0
7569,23,304,1502,0
7570,24,498,1331,1
7571,21,303,687,0
7572,21,680,468,0
7573,22,932,327,1
7574,29,943,2635,0
7575,20,195,1689,1
7576,26,765,289,1
7577,28,949,2200,1
7578,27,679,1111,0
7579,21,759,2508,1
7580,23,544,431,0
7581,26,831,1341,1
7582,23,242,490,1
7583,21,813,106,0
7584,24,872,2632,0
7585,29,164,1001,1
7586,21,249,2618,0
7587,20,204,251,0
7588,21,268,800,1
7589,24,539,1015,0
7590,27,967,406,0
7591,23,341,2737,0
7592,23,304,1467,0
7593,22,311,2714,0
7594,29,184,2430,0
7595,23,624,1088,0
7596,24,132,626,1
7597,25,121,816,0
7598,27,122,1809,0
7599,22,915,1459,1
7600,27,577,2735,0
7601,20,415,2859,1
7602,22,994,1039,0
7603,28,915,2084,1
7604,21,400,1255,0
7605,23,527,1455,0
7606,27,815,2548,0
7607,24,369,192,1
7608,26,269,2197,0
7609,23,234,1025,1
7610,23,764,1048,1
7611,28,136,322,0
7612,28,307,613,1
7613,24,176,1802,1
7614,28,952,1590,0
7615,29,145,516,1
7616,24,127,2970,0
7617,25,104,1535,1
7618,29,609,1075,0
7619,25,495,347,1
7620,24,889,1145,0
7621,21,684,2497,1
7622,24,596,1155,1
7623,24,734,2882,1
7624,27,839,338,0
7625,22,785,836,1
