date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount
2023-03-13,324,90,8,707.96,88.75,5.85
2023-02-10,872,68,7,507.48,80.84,29.03
2023-08-10,278,68,7,923.24,99.0,33.67
2023-10-30,2355,65,1,932.9,46.32,37.14
2023-08-04,1178,57,1,261.95,17.6,39.14
2023-03-16,2319,16,1,11.26,0.78,16.04
2023-10-03,1249,82,2,380.14,22.15,17.23
2023-11-21,1100,82,6,459.97,82.97,19.43
2023-04-01,954,75,4,277.72,78.6,14.79
2023-03-09,2922,45,6,892.25,54.35,40.49
2023-01-27,2559,86,10,722.62,74.72,39.24
2023-10-02,2071,91,1,506.32,83.44,28.03
2023-11-29,2759,79,9,986.47,74.7,39.72
2023-12-08,2912,22,8,231.81,2.85,21.63
2023-10-22,1050,75,7,563.16,98.55,30.04
2023-03-12,66,52,3,577.27,88.34,7.16
2023-12-03,1891,39,4,554.76,54.24,10.13
2023-08-24,1325,70,5,764.76,6.61,47.03
2023-03-16,2355,78,3,430.15,74.07,0.21
2023-10-30,734,81,1,492.71,13.51,7.68
2023-09-23,2661,97,3,931.5,87.71,13.23
2023-07-14,2202,87,9,275.48,86.62,41.32
2023-04-11,2641,52,5,450.3,74.37,46.91
2023-03-22,1987,34,3,437.25,99.5,9.09
2023-08-26,2848,97,9,61.22,15.24,8.73
2023-02-09,2403,65,9,827.35,82.84,31.32
2023-04-15,1367,18,3,871.33,30.31,45.41
2023-08-08,1612,63,9,942.53,17.49,17.64
2023-05-28,1520,73,8,76.63,93.4,38.08
2023-03-12,677,61,9,420.79,19.66,15.09
2023-09-11,2751,64,3,792.3,34.1,11.3
2023-10-14,906,16,2,443.48,80.88,5.39
2023-11-15,1151,94,9,963.83,90.21,29.63
2023-07-24,2773,32,3,77.37,13.07,41.53
2023-10-02,1270,21,3,878.29,95.83,44.72
2023-04-07,1299,93,3,541.43,97.94,0.59
2023-10-26,468,45,9,335.94,91.35,0.2
2023-03-16,734,94,3,70.45,82.9,29.79
2023-06-26,510,74,7,109.45,5.69,44.42
2023-05-31,2287,16,9,646.57,26.94,3.32
2023-12-24,2420,17,3,131.79,70.97,28.75
2023-01-23,1170,61,7,117.21,38.68,23.12
2023-03-25,1029,25,9,252.4,33.89,40.52
2023-06-26,2099,51,9,656.23,98.71,18.64
2023-03-12,1996,39,3,826.61,30.83,20.33
2023-04-28,1018,55,2,995.12,17.55,12.6
2023-04-05,1524,28,2,306.48,87.43,43.4
2023-09-09,609,23,6,727.53,42.54,2.68
2023-12-16,2042,44,10,91.12,10.73,21.26
2023-02-28,414,25,5,699.93,56.83,19.55
2023-08-29,503,14,10,366.91,60.38,49.0
2023-07-25,1140,25,3,38.78,0.33,34.76
2023-01-23,1777,20,1,650.43,60.46,23.12
2023-06-29,2186,90,3,695.25,35.52,36.75
2023-08-30,173,51,3,704.19,99.25,39.56
2023-06-11,2347,70,9,657.33,38.82,25.28
2023-09-16,1972,65,3,629.62,83.72,43.03
2023-09-12,1098,47,1,73.2,83.61,34.97
2023-01-13,384,92,7,753.78,60.34,30.16
2023-11-04,1283,92,2,348.97,83.8,25.03
2023-05-19,1560,74,9,894.37,99.59,7.48
2023-06-05,1159,20,4,533.71,9.14,2.93
2023-10-15,1967,90,1,831.01,4.35,28.54
2023-07-01,2762,15,6,781.66,75.03,27.16
2023-05-06,1526,64,3,474.23,39.78,29.14
2023-05-26,2930,88,5,752.38,50.03,15.48
2023-04-19,2280,44,3,96.32,69.47,4.33
2023-09-11,1065,11,3,235.2,94.78,36.07
2023-06-22,1822,64,4,974.87,95.44,8.69
2023-07-30,2622,12,1,560.03,58.97,2.55
2023-05-15,1930,22,4,578.36,87.91,26.95
2023-11-22,2882,33,1,779.35,43.0,49.77
2023-08-05,2194,64,5,795.18,75.26,30.46
2023-10-27,835,74,1,941.37,26.81,20.32
2023-08-28,1904,75,1,254.2,29.77,48.08
2023-02-04,2212,69,3,174.79,64.18,41.57
2023-07-03,1568,42,6,825.43,98.94,30.8
2023-04-26,982,48,1,858.15,87.1,16.7
2023-06-11,2864,95,9,359.77,87.97,2.03
2023-03-21,2778,92,8,739.9,19.15,27.8
2023-07-12,351,66,6,963.33,80.92,36.61
2023-09-01,1863,70,2,388.46,60.79,8.94
2023-01-19,747,93,1,258.33,92.12,30.56
2023-08-12,1245,47,4,863.41,0.8,9.81
2023-01-10,965,30,7,979.77,32.01,44.42
2023-03-15,2608,57,10,471.86,83.68,39.03
2023-06-07,2086,82,1,882.56,84.56,8.56
2023-10-07,725,41,10,236.31,1.32,33.78
2023-06-29,832,11,9,42.02,67.67,29.99
2023-01-18,918,21,2,421.35,72.19,31.61
2023-07-18,1463,96,4,330.62,79.35,34.17
2023-12-18,2516,32,8,364.48,94.86,9.59
2023-10-21,308,67,2,655.87,89.94,40.18
2023-06-20,1861,85,6,397.16,6.84,27.75
2023-10-20,2817,50,6,996.85,11.81,13.16
2023-09-25,2713,13,7,457.23,12.77,10.69
2023-04-13,2989,59,3,141.99,48.65,32.96
2023-04-23,346,71,5,518.85,22.51,2.88
2023-11-02,2620,34,9,161.48,16.62,36.76
2023-04-01,913,63,7,639.06,57.58,44.54
2023-01-19,161,87,10,41.11,4.15,22.78
2023-10-31,2163,26,10,562.72,7.0,46.16
2023-03-23,2805,51,10,211.67,19.12,18.31
2023-08-10,891,48,6,659.33,36.46,21.37
2023-01-10,1419,69,10,484.24,96.76,1.06
2023-03-06,1549,79,1,221.0,69.78,42.56
2023-07-03,2080,13,1,772.65,80.03,22.36
2023-10-16,2419,81,4,202.7,25.1,7.79
2023-10-02,2955,98,8,753.09,8.25,42.9
2023-08-16,2801,42,2,605.61,90.74,35.46
2023-04-22,394,29,3,443.63,76.82,41.54
2023-11-13,1198,10,3,434.44,13.67,18.99
2023-12-13,1206,50,1,250.67,68.68,29.11
2023-08-05,1352,96,4,687.49,4.25,7.15
2023-11-23,2723,98,8,453.96,31.5,26.76
2023-04-14,2738,88,9,191.43,73.16,23.65
2023-11-27,2174,31,5,579.22,87.27,3.82
2023-08-12,941,15,3,961.69,93.66,49.48
2023-12-15,2207,57,10,986.92,31.46,35.06
2023-12-12,1782,73,5,329.08,78.89,7.39
2023-10-21,2195,28,8,611.36,38.4,36.08
2023-08-22,2851,52,1,217.21,89.95,33.17
2023-10-01,894,42,5,485.95,86.31,23.31
2023-04-09,399,82,3,839.52,12.99,7.45
2023-11-24,565,12,10,707.18,0.8,36.48
2023-06-26,1711,75,4,38.71,22.87,4.46
2023-02-26,963,11,2,884.9,28.17,19.21
2023-03-26,1225,93,1,188.53,65.21,41.19
2023-07-30,2744,11,6,89.81,29.56,4.38
2023-03-24,256,47,8,101.19,10.12,28.28
2023-07-12,2270,95,5,327.19,93.21,39.82
2023-11-28,1477,20,8,183.32,23.88,19.96
2023-11-11,1242,19,9,207.64,45.7,4.06
2023-02-16,375,60,6,222.93,25.49,15.17
2023-12-23,1997,16,1,712.31,18.3,48.75
2023-09-07,987,67,10,392.7,54.14,5.39
2023-01-17,2468,39,6,565.08,66.48,32.62
2023-06-17,2671,14,6,90.85,71.24,23.7
2023-04-11,2517,30,1,204.64,78.69,0.07
2023-09-08,2973,86,2,807.41,40.52,8.26
2023-06-29,2552,57,9,132.2,77.96,10.23
2023-01-15,1596,45,3,733.69,66.78,34.77
2023-05-17,2825,19,10,297.46,33.61,43.43
2023-07-29,756,73,1,220.22,49.77,34.94
2023-01-22,1239,31,8,845.87,98.04,3.91
2023-02-25,2712,80,10,348.52,92.61,2.72
2023-09-18,1235,84,5,717.33,68.6,45.99
2023-10-16,1746,68,1,364.19,73.63,6.08
2023-10-13,2664,18,10,296.24,90.14,9.29
2023-08-30,1575,48,3,899.69,25.67,45.07
2023-12-28,1983,92,10,26.4,79.53,14.08
2023-10-24,571,21,8,795.08,25.84,25.59
2023-12-15,1396,23,1,511.19,62.8,19.83
2023-01-06,2780,68,8,127.58,19.06,5.44
2023-01-21,77,66,5,61.54,24.75,4.5
2023-04-20,1176,57,4,606.83,36.32,36.1
2023-05-20,2089,86,2,629.55,21.98,46.92
2023-10-19,2775,28,6,752.81,83.17,4.71
2023-09-25,850,21,4,47.94,80.9,14.85
2023-11-29,712,73,10,677.42,28.65,45.7
2023-02-05,343,93,2,756.3,46.18,16.85
2023-02-26,1544,87,5,682.09,32.04,48.02
2023-07-16,333,32,1,591.98,17.73,0.62
2023-04-10,2064,89,5,835.34,3.84,4.51
2023-12-18,292,90,10,994.69,82.2,0.98
2023-07-05,2002,31,3,627.91,96.79,0.82
2023-04-01,226,44,6,189.31,84.86,33.47
2023-07-13,2249,31,6,821.09,96.15,23.48
2023-09-15,2400,11,7,601.63,25.37,34.36
2023-11-09,848,44,9,262.92,22.77,3.18
2023-05-06,2843,75,5,266.87,15.78,8.81
2023-12-26,2324,18,1,678.34,95.42,36.79
2023-03-26,35,36,5,440.6,95.67,8.34
2023-05-22,1725,34,7,664.99,50.64,31.87
2023-03-11,2942,10,8,714.09,35.63,41.29
2023-03-08,1757,25,4,559.76,15.67,36.89
2023-10-12,1298,78,5,895.86,55.72,24.58
2023-01-27,2579,60,3,266.36,25.89,30.3
2023-12-13,838,41,2,621.85,0.51,7.15
2023-11-26,1705,71,1,914.88,71.56,16.6
2023-04-20,2483,45,7,523.46,57.21,38.93
2023-12-24,447,85,10,48.8,32.0,20.14
2023-07-14,1431,94,5,141.64,47.45,42.56
2023-05-30,2834,58,7,35.73,92.04,31.39
2023-01-19,987,79,8,974.61,56.42,36.92
2023-04-06,1693,27,6,422.53,17.14,26.83
2023-10-14,269,76,7,670.03,15.89,21.73
2023-09-20,1226,94,4,351.08,84.68,30.77
2023-01-19,2654,83,9,942.87,48.47,44.76
2023-03-01,1813,72,8,901.65,26.64,27.36
2023-01-19,343,64,2,570.43,62.36,29.2
2023-12-12,2917,29,4,214.58,31.62,5.51
2023-10-31,1679,45,2,418.95,3.56,21.78
2023-05-14,2110,47,9,908.47,56.73,48.9
2023-06-17,2616,84,2,700.82,77.82,49.94
2023-03-25,2794,52,9,333.06,16.51,7.69
2023-09-13,1031,90,10,513.87,78.84,8.2
2023-07-15,603,22,5,389.66,64.17,3.85
2023-03-26,385,55,6,134.63,85.19,5.35
2023-05-19,2493,85,1,473.75,76.12,25.87
2023-08-22,2407,26,4,970.35,25.49,16.2
2023-12-22,149,43,5,891.56,24.43,26.17
2023-11-02,389,17,1,407.47,90.63,37.54
2023-11-25,2178,15,4,704.53,58.29,49.17
2023-05-22,2403,42,10,588.47,62.39,28.02
2023-12-23,2366,10,9,722.19,34.55,34.6
2023-08-28,1520,42,10,658.27,14.27,34.1
2023-07-18,1280,57,10,278.9,87.47,42.73
2023-02-17,693,99,10,321.82,57.72,13.48
2023-08-25,1682,48,7,326.71,99.02,23.91
2023-04-19,820,31,7,649.41,36.84,21.27
2023-04-28,2813,29,8,773.13,69.62,0.62
2023-07-17,1262,82,7,324.6,14.22,23.79
2023-06-29,1018,56,1,806.46,90.53,8.14
2023-04-18,1158,22,5,418.7,53.66,2.72
2023-02-17,1102,49,2,34.84,61.28,47.0
2023-09-25,2096,76,3,194.27,66.53,47.35
2023-09-26,27,98,8,454.21,81.93,8.19
2023-04-25,470,21,9,979.47,67.25,46.99
2023-09-19,2743,54,2,919.74,60.74,0.26
2023-04-21,2116,13,1,698.34,12.19,4.55
2023-08-29,2724,61,9,993.44,13.79,25.17
2023-12-20,1129,74,4,444.35,45.27,39.62
2023-07-28,1457,74,5,490.24,64.58,47.24
2023-09-23,1712,25,8,405.61,51.37,8.5
2023-07-25,1302,10,9,190.93,88.39,15.91
2023-05-12,1108,10,5,698.04,73.83,30.99
2023-03-07,2583,28,3,565.38,69.99,19.02
2023-08-06,2294,94,6,899.38,57.64,2.97
2023-07-06,136,58,10,948.03,71.51,5.2
2023-02-07,128,30,10,91.47,88.08,3.65
2023-07-03,2795,78,5,145.53,17.5,17.51
2023-03-29,41,20,3,783.91,72.29,2.32
2023-09-04,1437,14,4,842.98,7.37,8.46
2023-07-08,220,48,1,17.92,81.77,27.68
2023-01-20,896,46,9,839.12,84.96,24.64
2023-06-23,449,48,8,666.14,44.45,33.03
2023-12-04,822,60,3,428.84,77.43,43.16
2023-01-29,1184,99,7,730.35,97.06,4.46
2023-10-11,1176,98,2,403.91,83.54,6.48
2023-11-16,1443,58,7,213.65,94.75,27.39
2023-02-16,1479,76,9,852.87,44.74,12.49
2023-06-13,53,70,1,95.44,0.02,46.36
2023-05-11,2920,65,1,948.81,34.06,43.32
2023-01-21,1443,38,9,172.6,12.49,34.42
2023-12-23,2350,33,6,279.04,0.05,31.54
2023-11-09,2516,89,10,852.49,61.07,47.7
2023-04-01,1191,49,1,548.61,81.15,13.95
2023-09-28,1406,74,3,450.75,84.46,48.29
2023-11-25,2969,52,7,662.51,90.61,15.24
2023-07-09,275,71,8,158.85,35.21,34.35
2023-01-23,1276,60,10,110.93,38.4,49.52
2023-11-28,1114,47,6,777.15,87.72,12.25
2023-02-26,1410,85,8,898.85,68.91,7.28
2023-06-07,1789,69,3,170.7,67.39,32.81
2023-03-27,127,20,3,512.72,68.12,41.59
2023-11-20,600,57,8,436.92,98.86,43.45
2023-01-10,1262,87,9,42.77,98.06,17.17
2023-08-13,1235,52,4,214.54,71.4,17.44
2023-10-04,799,94,4,246.09,27.91,6.39
2023-12-09,21,10,6,16.88,49.36,21.03
2023-05-30,1311,32,2,488.55,66.62,29.78
2023-10-16,492,53,3,223.74,79.66,42.81
2023-05-29,1591,68,1,465.34,52.55,43.02
2023-05-25,1031,36,9,519.92,4.81,37.32
2023-08-23,733,22,2,769.0,6.63,47.17
2023-12-24,2189,13,6,385.64,55.63,31.01
2023-05-22,2552,43,8,904.67,73.48,39.34
2023-10-22,1607,23,7,448.56,79.66,32.48
2023-10-21,2341,37,9,464.2,53.76,14.01
2023-01-21,1960,41,1,531.51,3.41,48.95
2023-05-09,333,93,7,699.45,0.65,38.95
2023-10-09,2282,41,1,85.64,6.3,34.51
2023-02-11,2725,39,6,968.11,13.17,11.26
2023-05-12,2819,83,7,881.57,19.25,4.85
2023-01-28,2823,58,3,256.4,85.46,26.67
2023-07-15,421,54,10,528.29,92.49,25.17
2023-05-24,175,80,4,816.66,50.16,45.61
2023-05-27,983,60,2,868.24,71.13,49.52
2023-07-01,1457,74,1,404.53,14.06,48.83
2023-01-21,1069,84,3,263.99,35.36,31.42
2023-06-19,643,55,6,786.02,53.82,7.19
2023-10-13,38,26,2,153.93,81.54,27.17
2023-11-17,989,24,1,427.74,27.29,20.76
2023-05-19,170,56,9,156.31,26.53,37.99
2023-02-14,364,14,3,273.93,30.73,24.57
2023-08-25,1200,65,9,190.57,22.66,38.35
2023-07-03,1959,67,8,978.9,89.77,0.37
2023-06-26,1702,23,4,468.01,58.19,11.95
2023-11-09,2550,52,7,312.08,27.74,36.81
2023-11-18,318,39,4,502.55,0.05,43.34
2023-06-20,2300,45,9,861.08,29.02,16.35
2023-08-09,2848,64,9,43.87,95.4,4.5
2023-02-14,2594,23,1,322.28,29.34,31.31
2023-07-06,2924,99,3,683.61,7.12,42.01
2023-08-13,711,79,3,584.66,47.79,21.49
2023-06-17,1493,48,9,391.35,91.94,9.96
2023-11-23,1762,75,1,838.33,66.09,9.83
2023-04-21,1746,21,5,840.02,1.58,16.79
2023-06-17,1439,23,6,550.88,97.81,21.78
2023-09-26,2511,92,2,288.92,78.21,44.13
2023-05-30,1766,61,4,383.86,53.74,33.94
2023-09-12,1889,23,4,375.11,24.64,47.3
2023-10-13,1622,94,9,113.01,50.37,13.64
2023-03-17,2433,16,6,859.67,21.4,24.97
2023-12-22,618,23,6,625.77,70.77,29.52
2023-08-15,2775,24,3,286.63,18.5,7.44
2023-11-02,561,78,9,811.22,64.55,41.45
2023-03-21,1173,12,6,752.03,98.17,34.43
2023-07-16,2752,74,8,506.09,7.69,1.74
2023-11-06,1949,54,5,394.93,1.91,2.17
2023-07-22,2499,29,10,928.91,64.21,7.58
2023-10-01,2593,66,1,694.61,28.46,28.32
2023-03-31,2280,21,1,209.31,70.5,28.34
2023-02-02,855,10,10,986.14,68.36,20.5
2023-11-08,2013,99,4,455.75,11.07,12.86
2023-12-26,1427,33,10,149.84,58.02,41.14
2023-04-03,2129,13,5,330.74,54.3,24.82
2023-05-04,230,13,5,655.98,18.63,16.7
2023-04-17,2325,19,4,479.23,4.0,32.66
2023-01-30,1592,20,7,338.78,74.97,34.51
2023-04-29,2397,83,5,844.24,48.59,20.24
2023-11-23,2740,93,4,982.27,66.49,22.47
2023-12-26,2104,93,9,348.74,52.5,28.95
2023-07-31,2399,19,3,489.05,63.77,48.42
2023-04-24,1749,62,4,191.84,77.47,41.97
2023-09-02,39,69,4,726.41,88.59,48.87
2023-05-30,1069,80,10,396.26,22.67,41.58
2023-11-24,1534,42,9,159.65,42.13,18.68
2023-07-02,1836,18,3,11.5,32.53,6.08
2023-07-31,1452,86,8,474.38,27.69,12.11
2023-09-06,666,68,2,283.74,68.52,13.61
2023-09-09,158,84,6,585.04,23.24,40.55
2023-06-18,257,40,1,680.48,18.1,19.54
2023-06-15,240,59,1,981.98,56.85,12.9
2023-10-31,1156,46,5,104.64,32.85,5.71
2023-07-02,2565,45,10,703.74,86.56,36.43
2023-03-13,574,99,1,354.88,88.0,27.45
2023-04-26,876,93,6,365.09,51.79,29.91
2023-11-16,1907,41,7,954.49,97.1,39.56
2023-07-05,1894,58,8,79.9,19.81,43.87
2023-11-21,2746,46,9,984.85,88.9,36.66
2023-07-14,1416,22,7,112.26,21.23,13.82
2023-05-24,418,62,5,365.12,71.52,27.62
2023-09-28,1997,57,2,887.68,8.02,42.61
2023-06-09,1358,13,3,187.68,31.75,13.0
2023-04-04,754,42,10,599.68,39.01,34.86
2023-01-01,1710,90,9,584.86,86.41,39.01
2023-06-27,132,90,5,565.14,77.41,30.41
2023-03-02,1625,94,10,361.52,14.83,45.14
2023-01-07,1924,40,10,243.53,66.76,49.28
2023-09-01,2645,62,4,788.73,58.55,4.84
2023-02-24,2124,73,1,824.81,95.64,45.05
2023-03-24,1362,77,4,449.46,93.68,28.08
2023-06-20,2395,76,10,48.46,43.37,41.61
2023-08-19,2548,17,6,857.89,26.96,42.44
2023-05-22,1580,54,9,942.97,13.24,15.72
2023-10-03,1891,16,1,491.52,51.44,46.38
2023-10-03,424,97,6,743.55,37.82,33.83
2023-05-15,1477,86,6,974.38,70.1,19.02
2023-10-24,1215,12,8,932.19,58.23,38.18
2023-11-16,1130,92,1,927.53,19.49,44.05
2023-08-07,2940,35,4,614.98,81.89,16.22
2023-04-15,2390,87,9,330.81,35.33,34.77
2023-12-23,2319,95,9,340.96,10.77,22.6
2023-09-28,348,47,8,419.75,97.84,29.88
2023-06-15,1618,56,8,62.3,50.06,20.3
2023-07-01,422,94,4,278.68,77.94,6.48
2023-06-05,2748,54,5,302.32,17.34,44.69
2023-07-01,2394,66,6,494.24,90.43,27.91
2023-07-19,740,15,5,845.56,24.29,1.31
2023-12-09,1272,98,4,241.16,19.59,32.6
2023-09-16,1896,14,2,809.46,51.64,3.95
2023-08-26,2348,76,7,425.93,30.47,36.37
2023-05-16,2234,33,9,278.17,64.97,21.2
2023-03-19,2979,78,1,748.14,16.77,45.88
2023-05-16,20,68,1,675.38,64.25,19.67
2023-07-01,1358,54,9,500.82,51.84,15.28
2023-05-26,1383,95,3,472.39,66.11,39.8
2023-08-18,114,34,7,957.18,75.19,44.23
2023-07-30,2916,65,1,304.01,45.53,6.31
2023-09-14,2085,14,6,902.34,20.18,19.78
2023-09-24,917,24,5,619.84,52.9,38.5
2023-05-24,2688,30,3,481.75,24.57,24.92
2023-05-04,375,69,10,985.64,29.47,25.72
2023-01-19,2364,61,7,87.77,91.74,5.32
2023-12-09,1771,60,2,105.63,32.21,40.34
2023-03-12,1838,42,6,39.69,11.63,27.17
2023-05-30,2510,38,8,715.73,47.27,21.03
2023-10-20,2118,35,10,495.99,24.92,49.64
2023-07-23,1086,17,6,499.84,52.74,18.52
2023-08-26,1161,51,2,166.31,80.64,34.18
2023-05-24,1908,12,9,164.73,0.21,13.35
2023-10-05,979,10,10,501.37,87.15,16.85
2023-04-24,2164,78,3,617.21,32.69,37.35
2023-09-29,773,58,6,874.67,54.13,18.94
2023-01-01,2805,77,9,136.31,25.58,30.19
2023-01-24,2615,65,9,813.55,85.37,38.59
2023-08-21,1801,57,9,117.68,72.4,26.39
2023-10-26,2624,57,3,314.68,99.14,21.17
2023-07-20,123,73,5,171.86,19.64,23.63
2023-01-11,1946,10,6,288.8,95.24,47.86
2023-05-12,655,33,10,480.76,78.31,45.35
2023-04-02,793,73,2,349.95,97.66,9.68
2023-03-16,2786,54,9,974.77,79.02,21.87
2023-03-15,508,25,10,369.23,92.51,32.04
2023-08-24,1221,23,8,401.08,9.98,8.97
2023-05-06,1460,41,9,14.1,64.02,40.92
2023-06-24,2347,47,3,203.49,94.53,43.18
2023-11-22,1871,74,5,478.19,62.44,7.96
2023-09-03,2214,81,9,802.8,39.57,41.19
2023-08-18,1774,98,10,857.39,59.94,19.45
2023-02-15,781,97,3,589.83,28.03,29.99
2023-01-25,2234,87,5,394.85,89.15,12.98
2023-07-16,876,19,1,599.33,98.96,13.62
2023-01-12,2426,29,10,505.04,27.08,10.41
2023-10-19,2319,35,2,59.85,22.04,39.86
2023-03-13,2792,32,8,582.07,40.24,20.5
2023-11-21,1177,45,10,887.96,93.03,47.3
2023-05-24,2818,86,7,959.83,64.8,0.57
2023-10-25,1388,48,5,507.16,56.16,26.25
2023-04-14,1629,65,1,418.81,53.98,44.79
2023-05-09,248,71,2,439.03,48.21,39.99
2023-07-11,536,36,10,776.67,18.41,41.49
2023-08-15,1886,28,9,701.85,70.29,43.37
2023-03-17,631,32,9,996.72,39.78,13.77
2023-11-07,1603,49,7,254.05,90.6,8.07
2023-04-01,1401,14,10,667.06,63.35,2.84
2023-12-22,1698,58,2,440.91,56.08,48.34
2023-06-20,2998,79,9,998.99,72.19,41.57
2023-10-01,1079,22,6,153.91,0.33,25.25
2023-12-01,2716,33,9,543.14,44.47,1.73
2023-07-03,1681,69,2,247.55,12.93,30.42
2023-05-28,1879,21,1,136.97,73.65,30.42
2023-01-05,2696,54,9,50.13,69.93,48.17
2023-10-31,1132,95,10,31.13,20.25,22.29
2023-08-29,2359,55,8,454.3,62.92,4.88
2023-09-04,2131,14,8,178.26,15.58,2.34
2023-06-10,2867,34,8,218.33,0.85,2.35
2023-11-14,318,48,7,788.47,96.9,7.86
2023-07-05,1245,26,7,829.68,55.11,3.43
2023-05-17,2834,48,6,440.08,28.32,49.84
2023-12-06,2187,14,10,741.2,21.49,46.53
2023-02-13,2095,36,5,974.24,78.96,38.25
2023-01-22,1188,73,8,142.78,72.58,3.8
2023-05-28,354,58,8,889.32,12.03,31.41
2023-11-23,2433,90,7,288.41,25.2,39.64
2023-05-27,1844,14,5,148.91,41.49,11.76
2023-04-03,431,51,8,732.97,63.82,26.06
2023-02-25,281,22,5,583.95,0.91,39.12
2023-07-12,2404,97,10,721.82,27.03,19.65
2023-05-04,1079,65,9,320.21,57.7,10.41
2023-01-05,421,13,2,186.96,2.27,48.52
2023-05-19,736,83,2,587.49,36.37,3.83
2023-07-19,1486,32,1,49.82,79.82,14.28
2023-10-15,1902,28,2,610.26,10.02,48.46
2023-09-23,891,96,4,345.32,53.01,18.63
2023-07-09,346,21,1,206.01,35.97,22.91
2023-09-30,2820,35,9,508.78,11.32,24.85
2023-12-28,2414,14,2,230.32,40.46,28.51
2023-01-26,654,95,4,335.67,75.17,34.52
2023-05-30,793,72,6,304.42,50.34,38.12
2023-05-23,178,63,6,526.55,56.05,3.48
2023-11-27,576,61,7,110.1,28.75,32.15
2023-04-12,2871,12,9,549.7,5.71,19.71
2023-02-24,1669,64,5,372.31,15.86,34.8
2023-08-22,247,29,3,894.67,93.88,18.63
2023-12-11,205,79,10,454.28,26.54,4.7
2023-04-24,2683,27,2,304.74,22.8,17.68
2023-01-06,2457,37,4,264.11,44.16,3.08
2023-09-28,281,63,3,357.32,96.7,23.47
2023-12-02,1263,52,3,662.32,78.2,4.16
2023-01-30,1860,18,1,770.39,82.68,25.55
2023-06-09,2685,45,1,112.99,81.06,15.97
2023-08-05,1383,91,1,639.05,95.18,28.45
2023-04-11,1507,47,3,485.39,93.89,7.18
2023-01-13,899,99,4,291.91,58.22,5.72
2023-02-17,2752,80,4,562.7,10.01,12.74
2023-02-10,1189,24,5,237.54,59.67,3.3
2023-06-06,2509,86,6,700.63,20.25,25.76
2023-11-24,2642,52,5,470.99,48.3,33.17
2023-12-01,1874,80,5,549.53,87.79,47.48
2023-08-23,2733,16,9,345.65,63.6,31.28
2023-07-25,968,30,2,814.18,12.09,25.44
2023-04-12,2746,60,7,633.91,92.51,18.07
2023-10-02,1265,28,4,152.94,19.03,36.42
2023-11-24,58,55,1,695.05,78.72,20.38
2023-12-13,2723,30,10,385.5,4.86,32.67
2023-10-21,2903,21,1,516.38,95.06,11.79
2023-02-12,1773,35,7,699.77,82.2,42.94
2023-03-27,717,61,2,781.84,28.55,49.69
2023-11-07,1806,88,1,786.17,86.1,21.44
2023-03-27,1107,14,6,655.06,24.7,43.62
2023-05-15,2880,57,5,659.78,87.19,32.05
2023-03-15,1201,98,8,809.72,11.59,46.38
2023-11-29,2593,44,2,515.56,45.65,36.66
2023-03-17,1037,84,5,838.16,19.23,40.56
2023-09-29,1965,87,1,122.36,22.64,10.67
2023-04-21,2228,70,9,989.78,35.34,13.08
2023-02-22,1037,91,8,373.74,27.65,35.0
2023-04-06,593,64,3,710.62,33.19,37.07
2023-02-10,283,46,8,589.87,33.01,30.72
2023-07-17,2127,64,9,963.49,10.56,9.69
2023-10-26,1894,62,9,960.74,94.68,27.06
2023-12-20,2577,45,2,211.0,40.88,23.45
2023-02-23,2516,82,5,239.84,79.99,47.96
2023-11-29,1955,98,4,920.22,72.72,2.53
2023-01-29,2856,97,4,150.25,31.57,42.92
2023-01-05,1667,11,8,436.16,87.93,16.56
2023-02-03,909,72,8,113.29,71.74,8.3
2023-06-30,627,91,10,644.28,35.62,34.75
2023-01-21,186,20,10,618.75,67.95,34.47
2023-12-20,1202,96,10,407.54,52.34,14.24
2023-12-15,1229,60,3,336.99,63.6,29.08
2023-01-03,1498,61,2,31.25,4.02,4.75
2023-02-28,1937,10,3,774.68,93.1,43.38
2023-08-12,1415,12,1,535.57,8.97,16.04
2023-06-24,232,67,5,932.02,48.41,36.97
2023-05-16,1103,16,10,133.39,69.3,46.23
2023-04-10,1879,92,1,18.72,26.23,3.23
2023-01-24,140,47,5,664.88,49.71,30.91
2023-08-18,2096,76,10,666.32,12.74,35.19
2023-08-26,1428,52,2,195.47,76.62,9.5
2023-11-05,944,41,2,304.61,95.8,27.07
2023-08-05,2337,57,7,393.18,85.77,5.71
2023-08-22,2775,58,3,562.77,85.26,40.88
2023-09-03,1409,26,4,762.28,21.28,29.26
2023-09-17,2707,33,6,898.02,97.26,19.8
2023-09-07,145,72,1,780.83,92.16,21.61
2023-03-21,974,95,6,262.37,67.13,21.05
2023-12-15,1859,80,2,582.77,32.46,46.93
2023-11-05,2988,99,3,993.48,31.8,42.49
2023-03-01,216,83,8,260.58,39.21,31.26
2023-02-26,2182,81,6,860.51,10.84,47.73
2023-02-14,348,45,2,310.01,67.76,32.86
2023-07-05,2623,42,3,71.57,94.67,48.53
2023-02-27,1597,94,3,25.96,19.58,33.15
2023-08-02,151,37,2,787.1,79.15,45.16
2023-06-23,1761,42,5,866.42,25.13,44.96
2023-07-16,2547,83,1,160.82,6.05,35.61
2023-06-15,288,40,7,798.36,89.11,40.89
2023-05-31,429,14,5,173.47,10.25,15.18
2023-04-03,1761,26,7,31.95,9.65,41.04
