campaign_id,campaign_type,start_date,end_date
25,N,23/01/13,17/03/13
26,N,23/01/13,05/03/13
27,Y,30/08/13,04/10/13
24,N,18/10/13,17/11/13
24,N,03/04/13,26/05/13
28,N,21/04/13,02/05/13
26,N,27/02/13,05/04/13
29,N,02/06/13,14/07/13
23,Y,12/06/13,26/06/13
21,Y,21/11/13,16/12/13
27,Y,02/08/13,04/08/13
22,N,09/02/13,21/02/13
25,N,02/12/13,26/12/13
26,Y,29/03/13,13/04/13
25,N,20/03/13,17/05/13
29,Y,04/05/13,20/06/13
25,Y,08/12/13,10/01/14
22,Y,06/03/13,22/04/13
25,Y,05/12/13,30/12/13
24,N,27/06/13,06/07/13
20,Y,26/12/13,18/02/14
29,N,23/02/13,19/04/13
27,N,25/07/13,23/08/13
23,N,28/04/13,04/05/13
23,N,31/07/13,17/08/13
29,Y,04/04/13,05/04/13
26,Y,12/12/13,22/01/14
23,Y,27/10/13,03/12/13
20,Y,27/01/13,08/02/13
25,Y,18/04/13,25/04/13
20,Y,09/06/13,16/07/13
24,N,29/08/13,16/10/13
23,Y,14/12/13,06/02/14
20,N,31/05/13,09/07/13
27,N,28/01/13,12/03/13
21,Y,17/07/13,21/08/13
23,Y,15/06/13,03/07/13
28,N,23/09/13,14/10/13
26,Y,27/11/13,06/01/14
27,N,01/11/13,21/11/13
29,Y,13/10/13,10/12/13
27,Y,30/04/13,17/06/13
20,Y,02/06/13,15/07/13
21,Y,25/04/13,25/05/13
24,Y,18/08/13,04/09/13
27,N,23/12/13,08/02/14
28,Y,06/10/13,01/11/13
28,Y,28/11/13,25/12/13
20,Y,04/01/13,27/01/13
29,Y,05/02/13,27/03/13
26,N,03/04/13,29/05/13
24,N,02/06/13,24/06/13
20,Y,08/11/13,10/11/13
26,N,28/01/13,14/03/13
27,N,04/01/13,22/01/13
22,Y,13/01/13,02/02/13
28,Y,05/07/13,02/08/13
20,Y,03/06/13,21/06/13
22,Y,25/04/13,19/06/13
27,Y,10/11/13,27/12/13
25,N,26/01/13,05/03/13
23,Y,25/11/13,01/01/14
29,Y,24/01/13,03/02/13
23,Y,21/07/13,11/08/13
22,Y,14/08/13,10/10/13
26,N,16/07/13,05/08/13
21,N,15/11/13,25/11/13
26,N,15/04/13,28/05/13
28,Y,26/11/13,14/12/13
26,Y,01/11/13,28/11/13
23,N,01/02/13,30/03/13
27,Y,27/05/13,08/07/13
28,Y,12/07/13,30/07/13
21,Y,22/01/13,14/02/13
25,Y,09/02/13,11/03/13
29,Y,21/10/13,29/10/13
20,Y,19/04/13,21/04/13
21,N,02/01/13,16/01/13
25,N,09/10/13,05/12/13
29,N,21/03/13,15/04/13
20,N,05/10/13,01/11/13
27,N,11/03/13,08/05/13
22,N,20/07/13,31/08/13
23,N,20/11/13,29/11/13
25,Y,21/02/13,12/04/13
25,N,03/02/13,14/02/13
29,Y,10/08/13,29/09/13
26,N,04/10/13,01/11/13
22,N,08/03/13,10/04/13
28,N,18/05/13,12/06/13
29,Y,08/10/13,15/10/13
20,Y,06/11/13,26/12/13
23,N,03/01/13,01/02/13
23,Y,03/07/13,29/08/13
21,N,31/08/13,18/09/13
22,Y,05/01/13,23/01/13
25,Y,07/01/13,24/02/13
26,Y,17/03/13,19/03/13
28,N,10/09/13,03/10/13
22,Y,04/02/13,13/03/13
29,N,08/05/13,23/06/13
26,N,18/02/13,04/04/13
26,N,16/05/13,12/07/13
28,Y,08/01/13,10/01/13
29,N,13/10/13,15/10/13
20,N,26/04/13,21/05/13
23,N,01/08/13,01/09/13
23,N,30/07/13,19/09/13
29,Y,22/03/13,13/05/13
28,N,25/04/13,31/05/13
29,Y,20/07/13,24/08/13
22,N,03/11/13,27/12/13
27,Y,08/10/13,30/10/13
27,Y,01/04/13,29/04/13
29,N,05/05/13,15/06/13
27,Y,21/04/13,17/06/13
22,Y,24/06/13,16/07/13
23,Y,09/01/13,28/02/13
24,N,15/09/13,18/10/13
22,N,28/06/13,03/08/13
27,Y,16/09/13,24/10/13
27,N,27/06/13,30/06/13
26,Y,12/11/13,20/12/13
22,N,09/10/13,10/10/13
27,Y,25/11/13,01/12/13
29,N,16/09/13,25/09/13
28,N,10/05/13,15/05/13
22,N,10/10/13,07/11/13
24,Y,08/01/13,19/01/13
24,N,19/11/13,18/12/13
24,N,15/01/13,17/02/13
27,N,25/10/13,15/12/13
29,N,13/04/13,14/04/13
22,N,07/02/13,28/02/13
20,N,12/09/13,12/10/13
29,Y,07/02/13,04/04/13
29,Y,03/12/13,13/12/13
27,N,12/06/13,08/07/13
20,Y,27/06/13,26/07/13
29,N,07/05/13,11/05/13
21,N,21/07/13,27/07/13
28,N,24/01/13,08/02/13
29,Y,21/10/13,28/11/13
29,Y,06/12/13,08/01/14
29,Y,01/04/13,10/05/13
23,N,07/09/13,27/10/13
25,N,04/09/13,31/10/13
20,Y,16/11/13,30/12/13
25,Y,29/08/13,24/09/13
27,N,19/01/13,20/01/13
27,Y,25/07/13,06/08/13
25,Y,07/02/13,15/03/13
22,N,22/09/13,25/10/13
24,Y,01/07/13,26/08/13
28,N,16/04/13,01/05/13
20,Y,28/07/13,28/08/13
20,Y,09/09/13,11/09/13
20,Y,09/02/13,30/03/13
22,N,01/01/13,08/02/13
20,N,21/10/13,24/11/13
26,N,18/08/13,11/09/13
20,Y,05/09/13,11/10/13
28,Y,06/11/13,19/12/13
25,Y,21/06/13,28/07/13
25,N,23/02/13,08/04/13
20,N,07/02/13,28/02/13
21,N,19/02/13,18/03/13
20,Y,03/10/13,07/10/13
21,Y,08/09/13,23/10/13
23,N,19/09/13,27/10/13
21,N,01/04/13,14/04/13
24,Y,11/02/13,06/03/13
21,N,27/08/13,05/09/13
20,N,22/06/13,03/07/13
26,Y,26/12/13,02/02/14
25,N,07/05/13,26/06/13
26,N,17/07/13,16/08/13
27,N,16/04/13,02/06/13
20,Y,20/05/13,04/06/13
22,N,12/03/13,18/03/13
27,Y,09/07/13,21/07/13
23,Y,27/02/13,31/03/13
22,N,01/09/13,08/10/13
21,Y,13/02/13,28/02/13
26,N,11/01/13,11/03/13
23,Y,04/02/13,06/02/13
26,Y,07/05/13,01/07/13
21,N,18/09/13,15/11/13
25,Y,27/02/13,28/03/13
28,Y,23/03/13,30/03/13
25,N,02/06/13,03/07/13
25,Y,07/02/13,29/03/13
22,N,12/09/13,06/10/13
28,N,21/01/13,18/02/13
27,N,20/07/13,18/08/13
25,N,14/04/13,06/05/13
22,Y,01/08/13,04/08/13
25,N,05/03/13,22/04/13
29,Y,04/04/13,20/05/13
28,Y,17/10/13,14/11/13
24,N,10/08/13,11/08/13
28,N,20/09/13,12/10/13
20,Y,23/03/13,30/03/13
22,N,23/08/13,28/09/13
22,Y,25/02/13,05/04/13
29,Y,13/09/13,07/10/13
27,N,06/02/13,21/02/13
24,Y,02/02/13,31/03/13
21,N,31/05/13,10/06/13
25,N,04/07/13,01/09/13
25,Y,04/04/13,23/05/13
24,Y,29/04/13,07/06/13
26,Y,26/11/13,22/01/14
20,Y,12/12/13,30/12/13
27,Y,07/07/13,20/08/13
22,Y,31/03/13,13/05/13
27,N,05/10/13,24/11/13
25,N,08/01/13,08/03/13
22,N,04/04/13,28/04/13
27,Y,12/05/13,11/06/13
23,N,02/02/13,28/02/13
21,Y,17/09/13,19/09/13
29,N,03/01/13,04/02/13
25,Y,05/04/13,24/05/13
20,N,10/03/13,15/04/13
23,N,11/07/13,18/07/13
27,N,22/10/13,12/12/13
28,N,01/10/13,11/11/13
22,Y,14/05/13,18/06/13
25,N,25/07/13,03/08/13
23,N,23/07/13,02/08/13
26,N,06/04/13,18/04/13
23,Y,02/08/13,14/08/13
27,Y,11/06/13,12/07/13
26,Y,23/11/13,14/01/14
25,Y,28/03/13,16/05/13
25,N,09/12/13,25/12/13
24,Y,09/03/13,09/04/13
25,Y,16/04/13,31/05/13
27,Y,14/12/13,24/12/13
22,N,18/10/13,28/10/13
22,N,17/06/13,23/06/13
29,Y,30/07/13,27/09/13
21,N,01/04/13,21/04/13
20,Y,08/09/13,19/09/13
21,N,20/03/13,20/04/13
27,Y,01/11/13,30/11/13
29,Y,05/10/13,08/11/13
29,Y,03/03/13,25/04/13
23,Y,02/11/13,04/11/13
27,N,04/11/13,10/12/13
20,N,19/11/13,17/01/14
24,Y,01/02/13,28/02/13
23,Y,02/09/13,13/09/13
23,Y,30/08/13,07/09/13
23,Y,13/09/13,19/09/13
29,N,29/07/13,27/08/13
21,Y,04/01/13,20/02/13
29,N,17/04/13,07/05/13
29,Y,25/02/13,08/04/13
28,N,11/11/13,04/01/14
29,N,02/04/13,04/04/13
23,Y,16/06/13,24/07/13
27,Y,23/03/13,22/04/13
21,N,25/06/13,27/07/13
27,N,01/12/13,04/01/14
25,Y,15/06/13,14/07/13
21,Y,16/08/13,04/10/13
26,N,24/08/13,17/10/13
24,Y,16/02/13,21/02/13
23,Y,16/11/13,20/11/13
29,N,14/07/13,24/08/13
24,N,06/12/13,07/12/13
21,Y,15/06/13,07/07/13
25,Y,14/06/13,06/08/13
23,N,31/03/13,01/05/13
20,Y,25/08/13,08/09/13
27,Y,15/05/13,30/05/13
29,Y,14/12/13,31/01/14
22,Y,04/08/13,09/08/13
29,N,16/09/13,05/10/13
24,N,08/06/13,19/06/13
25,Y,01/03/13,09/04/13
20,Y,08/11/13,04/01/14
24,N,29/11/13,25/01/14
25,Y,31/07/13,29/08/13
20,N,17/02/13,19/02/13
22,Y,04/11/13,15/12/13
27,N,03/04/13,25/05/13
28,Y,05/02/13,29/03/13
25,N,11/08/13,31/08/13
22,Y,20/03/13,04/04/13
27,N,20/10/13,06/12/13
26,Y,13/03/13,04/05/13
27,N,14/07/13,30/08/13
26,N,18/12/13,13/02/14
22,Y,17/05/13,20/06/13
29,Y,23/11/13,05/12/13
29,N,10/01/13,08/03/13
26,Y,18/10/13,28/11/13
25,N,25/09/13,16/11/13
29,Y,15/05/13,15/06/13
25,N,15/05/13,28/05/13
26,N,03/03/13,16/04/13
28,N,16/01/13,22/02/13
20,N,24/08/13,20/10/13
23,Y,24/02/13,25/03/13
21,Y,02/08/13,20/08/13
22,N,14/05/13,08/07/13
28,Y,17/06/13,11/08/13
25,N,20/03/13,01/05/13
29,N,05/02/13,10/03/13
27,N,15/05/13,14/06/13
21,N,27/11/13,02/12/13
23,N,10/09/13,01/10/13
29,N,01/07/13,23/07/13
27,N,03/09/13,18/10/13
26,Y,03/11/13,02/12/13
29,Y,12/02/13,20/02/13
28,Y,11/05/13,12/06/13
28,N,29/03/13,02/05/13
21,Y,02/10/13,20/11/13
27,Y,07/09/13,11/09/13
22,N,26/01/13,01/02/13
23,N,27/02/13,19/03/13
26,N,25/11/13,14/01/14
29,N,19/07/13,20/07/13
26,Y,14/02/13,21/03/13
20,Y,14/02/13,09/04/13
29,N,03/05/13,30/05/13
29,N,22/08/13,24/08/13
24,Y,26/05/13,07/06/13
29,N,10/06/13,04/08/13
22,N,11/05/13,26/06/13
24,Y,07/02/13,12/03/13
29,N,08/02/13,23/02/13
27,N,21/02/13,23/03/13
24,Y,26/07/13,17/09/13
28,Y,21/06/13,19/08/13
27,N,10/09/13,06/11/13
21,Y,25/02/13,15/03/13
25,Y,02/10/13,15/11/13
29,Y,28/04/13,02/05/13
25,Y,18/08/13,14/09/13
21,Y,27/07/13,17/09/13
25,N,24/03/13,03/04/13
25,Y,11/12/13,27/01/14
25,N,04/03/13,09/03/13
23,Y,19/03/13,03/05/13
21,Y,22/10/13,11/12/13
29,N,19/10/13,15/11/13
27,Y,04/07/13,02/08/13
22,Y,21/05/13,03/07/13
29,Y,23/08/13,13/09/13
21,N,27/04/13,16/06/13
24,N,10/12/13,09/01/14
24,N,09/04/13,20/05/13
20,N,25/09/13,08/11/13
24,N,09/06/13,03/08/13
22,Y,27/02/13,19/04/13
25,N,19/09/13,01/10/13
24,N,23/04/13,08/06/13
29,N,17/12/13,22/12/13
20,Y,21/06/13,02/07/13
24,N,06/09/13,16/10/13
24,Y,10/01/13,22/01/13
27,N,06/08/13,23/09/13
21,N,07/10/13,16/11/13
29,Y,25/07/13,04/08/13
29,N,30/03/13,11/05/13
26,N,28/10/13,29/11/13
24,N,23/11/13,01/12/13
22,Y,25/07/13,19/08/13
28,Y,28/05/13,25/06/13
22,Y,01/05/13,04/05/13
29,N,27/02/13,25/04/13
29,N,31/03/13,03/04/13
25,N,04/07/13,29/07/13
27,N,08/05/13,26/05/13
27,N,25/09/13,01/11/13
27,Y,13/05/13,09/06/13
21,Y,29/05/13,14/06/13
29,N,09/11/13,21/12/13
22,N,05/08/13,14/08/13
20,Y,11/01/13,02/02/13
22,Y,08/06/13,14/06/13
25,N,02/06/13,05/07/13
20,N,14/10/13,03/12/13
29,Y,06/09/13,17/10/13
24,N,05/01/13,07/02/13
20,Y,28/03/13,03/04/13
23,Y,22/01/13,01/02/13
23,Y,02/02/13,10/02/13
28,N,09/09/13,30/09/13
21,N,26/07/13,17/08/13
23,N,26/04/13,14/05/13
21,Y,23/08/13,30/09/13
26,N,17/08/13,26/09/13
29,Y,19/12/13,16/01/14
21,Y,19/10/13,17/11/13
27,N,07/05/13,17/06/13
20,N,30/03/13,20/04/13
20,Y,05/09/13,06/10/13
23,Y,07/10/13,11/10/13
27,N,30/03/13,23/04/13
23,Y,08/08/13,01/10/13
21,N,15/04/13,30/05/13
23,N,19/08/13,29/08/13
28,N,03/01/13,13/01/13
26,Y,07/11/13,29/11/13
22,N,12/01/13,13/02/13
21,Y,11/01/13,16/01/13
28,Y,16/04/13,03/06/13
22,N,10/12/13,16/01/14
26,Y,28/04/13,21/05/13
26,N,08/03/13,31/03/13
29,N,25/06/13,17/07/13
24,N,22/09/13,03/10/13
24,N,27/03/13,01/04/13
28,Y,22/07/13,19/09/13
29,Y,26/07/13,09/09/13
29,Y,23/01/13,12/03/13
22,N,27/11/13,20/01/14
24,Y,04/04/13,15/05/13
28,Y,05/07/13,30/07/13
27,Y,12/02/13,21/02/13
26,Y,18/01/13,26/01/13
28,N,17/09/13,09/11/13
21,Y,17/02/13,15/03/13
23,Y,30/11/13,09/12/13
21,Y,30/12/13,11/01/14
27,Y,09/08/13,14/08/13
21,N,05/05/13,13/06/13
20,Y,17/01/13,13/03/13
26,Y,10/07/13,09/08/13
28,Y,23/05/13,16/07/13
29,N,26/03/13,09/05/13
27,Y,12/05/13,03/07/13
27,Y,25/12/13,31/12/13
20,N,30/01/13,28/02/13
29,N,18/05/13,24/05/13
28,Y,25/06/13,24/07/13
20,N,16/11/13,28/11/13
24,Y,23/12/13,07/01/14
26,N,30/05/13,30/06/13
24,N,25/01/13,26/02/13
29,Y,29/12/13,10/01/14
28,Y,13/04/13,29/05/13
20,N,23/08/13,14/09/13
28,Y,26/10/13,17/11/13
26,Y,08/04/13,02/06/13
24,N,18/03/13,30/03/13
29,N,26/09/13,07/10/13
29,N,01/09/13,15/10/13
21,N,17/04/13,12/05/13
27,N,17/11/13,11/01/14
26,Y,22/11/13,13/01/14
26,N,09/05/13,28/05/13
28,Y,22/12/13,29/01/14
20,N,20/10/13,18/12/13
26,N,07/02/13,19/02/13
28,Y,10/08/13,01/10/13
23,N,18/01/13,08/03/13
26,Y,15/09/13,23/10/13
22,Y,30/10/13,02/12/13
28,Y,05/08/13,08/08/13
20,Y,29/09/13,27/10/13
26,N,28/11/13,05/01/14
20,N,13/05/13,03/07/13
29,Y,28/11/13,17/01/14
27,N,11/06/13,06/07/13
24,N,20/01/13,04/02/13
25,Y,26/05/13,27/06/13
29,N,13/01/13,06/03/13
24,Y,20/12/13,06/02/14
22,Y,16/09/13,11/11/13
20,N,08/09/13,18/10/13
24,N,10/11/13,22/12/13
25,N,20/03/13,30/04/13
22,N,02/07/13,09/07/13
23,Y,30/06/13,03/07/13
24,Y,23/01/13,18/02/13
28,N,06/05/13,26/06/13
22,Y,08/01/13,12/02/13
27,N,29/12/13,10/01/14
28,N,17/04/13,29/05/13
27,N,08/11/13,30/12/13
26,N,12/07/13,03/09/13
24,N,17/12/13,09/02/14
24,N,01/02/13,21/02/13
29,N,27/07/13,02/09/13
26,Y,29/10/13,05/11/13
22,N,21/11/13,17/12/13
22,Y,17/05/13,23/06/13
28,N,03/10/13,02/11/13
20,N,29/01/13,06/03/13
21,Y,28/05/13,25/06/13
28,N,11/04/13,29/04/13
29,N,16/06/13,26/06/13
27,Y,21/09/13,02/10/13
29,Y,15/10/13,15/11/13
20,Y,08/04/13,27/04/13
27,Y,30/09/13,16/10/13
26,N,09/03/13,29/03/13
20,Y,08/04/13,05/06/13
25,Y,25/02/13,06/03/13
23,Y,15/05/13,20/05/13
25,Y,13/02/13,24/03/13
21,N,03/02/13,02/03/13
21,Y,28/03/13,08/04/13
21,N,04/04/13,14/05/13
24,Y,30/03/13,19/05/13
27,Y,23/01/13,27/02/13
26,N,19/10/13,29/11/13
24,Y,31/01/13,28/02/13
23,Y,04/10/13,23/10/13
22,N,09/10/13,17/11/13
25,Y,01/08/13,27/09/13
22,Y,14/01/13,04/03/13
24,N,17/06/13,22/07/13
29,Y,22/04/13,02/06/13
22,Y,02/12/13,22/12/13
21,Y,31/08/13,20/10/13
27,Y,30/06/13,09/07/13
20,Y,15/01/13,05/03/13
27,Y,18/11/13,17/12/13
20,N,16/01/13,27/01/13
29,Y,16/08/13,27/09/13
21,Y,17/07/13,13/08/13
23,Y,18/02/13,20/03/13
28,N,19/05/13,28/05/13
21,Y,06/04/13,01/06/13
20,N,11/03/13,22/04/13
24,Y,27/04/13,25/06/13
20,Y,19/04/13,22/04/13
21,Y,30/12/13,07/02/14
21,Y,12/10/13,03/12/13
24,N,20/10/13,25/10/13
20,N,27/05/13,02/07/13
27,Y,20/05/13,14/07/13
28,Y,02/08/13,02/09/13
29,Y,28/04/13,27/05/13
24,N,13/01/13,22/01/13
20,N,03/03/13,09/04/13
25,N,31/01/13,24/03/13
27,Y,31/10/13,19/12/13
25,N,26/10/13,29/10/13
25,Y,02/11/13,06/12/13
25,Y,17/06/13,13/07/13
20,Y,12/08/13,10/09/13
24,N,17/09/13,30/10/13
21,Y,07/09/13,07/10/13
20,N,02/02/13,03/02/13
29,N,20/11/13,15/12/13
21,Y,07/11/13,29/11/13
27,Y,10/05/13,07/07/13
26,Y,21/05/13,15/06/13
28,Y,07/06/13,12/06/13
29,Y,13/03/13,14/03/13
20,N,14/07/13,11/09/13
29,Y,30/05/13,16/06/13
24,Y,09/12/13,26/12/13
20,N,20/12/13,21/12/13
26,N,31/10/13,15/12/13
29,Y,13/02/13,07/04/13
29,N,13/09/13,19/09/13
21,Y,15/02/13,08/04/13
27,N,23/11/13,12/12/13
21,N,03/08/13,04/09/13
27,Y,20/04/13,28/05/13
24,Y,22/05/13,24/06/13
28,N,28/04/13,25/05/13
20,Y,20/09/13,13/10/13
22,Y,12/07/13,23/07/13
20,N,19/06/13,05/08/13
25,N,07/10/13,17/10/13
23,Y,03/03/13,12/03/13
29,N,14/12/13,06/02/14
26,N,08/10/13,26/10/13
22,Y,27/10/13,13/12/13
29,N,10/10/13,12/11/13
26,N,18/10/13,24/11/13
20,Y,18/08/13,23/09/13
28,N,16/09/13,01/11/13
22,Y,10/05/13,25/05/13
29,Y,30/05/13,19/07/13
23,Y,16/05/13,11/07/13
29,N,23/04/13,25/05/13
20,Y,15/11/13,16/11/13
28,Y,23/08/13,13/09/13
21,N,01/06/13,06/07/13
23,Y,02/10/13,21/11/13
20,N,15/05/13,21/05/13
21,N,16/10/13,05/12/13
25,Y,23/11/13,24/12/13
23,Y,07/08/13,18/08/13
29,Y,15/05/13,16/05/13
24,N,21/05/13,28/05/13
21,Y,30/07/13,01/08/13
29,Y,16/09/13,08/10/13
20,N,17/06/13,05/07/13
22,Y,15/01/13,21/02/13
21,N,05/12/13,15/12/13
22,Y,31/03/13,16/05/13
27,Y,28/11/13,20/01/14
26,Y,03/12/13,09/12/13
23,N,08/11/13,20/12/13
20,Y,12/03/13,18/04/13
22,N,04/07/13,18/07/13
23,Y,16/12/13,08/02/14
24,N,23/09/13,25/10/13
21,Y,18/06/13,19/06/13
29,N,21/11/13,07/12/13
24,Y,19/12/13,24/01/14
27,N,23/06/13,30/06/13
22,Y,10/06/13,07/07/13
23,Y,24/03/13,06/04/13
27,Y,15/07/13,24/08/13
20,Y,21/02/13,17/03/13
25,Y,16/06/13,28/06/13
29,Y,16/04/13,17/04/13
20,Y,14/11/13,04/01/14
20,Y,22/01/13,19/03/13
25,N,19/10/13,12/11/13
29,N,06/10/13,10/10/13
25,N,12/03/13,23/03/13
24,N,11/01/13,12/01/13
28,Y,19/06/13,06/07/13
24,N,15/04/13,10/06/13
29,Y,07/04/13,05/05/13
29,Y,23/05/13,04/07/13
23,N,03/01/13,01/02/13
25,N,26/01/13,09/03/13
25,Y,16/09/13,01/10/13
27,Y,27/02/13,17/03/13
27,N,22/12/13,24/12/13
28,Y,19/06/13,14/08/13
22,Y,11/01/13,07/03/13
21,N,04/10/13,27/10/13
28,Y,13/07/13,28/07/13
29,N,07/02/13,04/03/13
20,Y,07/09/13,31/10/13
21,N,29/01/13,01/03/13
28,Y,17/10/13,28/10/13
27,N,17/04/13,25/04/13
21,N,30/07/13,15/08/13
28,Y,22/08/13,20/10/13
27,N,25/12/13,27/12/13
28,Y,30/03/13,18/05/13
21,N,25/01/13,04/03/13
23,Y,10/01/13,07/03/13
26,Y,26/07/13,07/09/13
21,N,24/02/13,06/03/13
25,Y,14/07/13,04/09/13
28,Y,06/07/13,03/08/13
20,N,14/03/13,04/05/13
27,Y,17/03/13,22/04/13
24,N,05/06/13,22/07/13
27,Y,23/09/13,17/10/13
25,Y,07/07/13,06/08/13
26,N,25/06/13,11/08/13
27,N,24/06/13,27/07/13
20,N,27/09/13,26/10/13
24,N,16/10/13,07/11/13
24,N,13/05/13,07/07/13
25,N,01/12/13,06/12/13
25,Y,08/09/13,19/09/13
25,N,20/02/13,08/04/13
22,Y,06/05/13,10/06/13
22,Y,24/10/13,10/12/13
25,N,29/11/13,16/01/14
26,N,02/08/13,11/09/13
23,Y,13/10/13,15/10/13
22,Y,03/12/13,24/12/13
25,Y,16/10/13,29/10/13
26,Y,31/03/13,20/04/13
24,N,31/07/13,04/08/13
29,Y,29/09/13,13/10/13
24,N,27/02/13,16/03/13
20,N,24/11/13,25/12/13
20,Y,11/07/13,11/08/13
26,Y,26/12/13,15/02/14
26,Y,17/12/13,24/01/14
22,N,03/02/13,26/02/13
23,N,12/04/13,09/06/13
22,N,02/08/13,24/08/13
25,Y,27/06/13,05/08/13
28,N,27/04/13,22/06/13
27,Y,19/06/13,15/07/13
27,Y,31/08/13,13/10/13
24,N,28/12/13,03/02/14
24,Y,30/07/13,03/08/13
23,N,24/09/13,28/09/13
27,N,04/09/13,09/09/13
22,Y,21/03/13,17/04/13
28,Y,13/10/13,26/11/13
20,Y,10/06/13,08/08/13
21,Y,26/12/13,21/02/14
22,N,14/03/13,07/04/13
28,N,19/08/13,26/09/13
21,Y,03/08/13,13/09/13
20,Y,20/05/13,14/07/13
26,N,30/06/13,06/07/13
21,Y,10/01/13,19/01/13
20,Y,21/01/13,27/02/13
20,N,07/01/13,06/03/13
20,N,02/08/13,19/08/13
21,N,20/12/13,06/02/14
25,N,10/11/13,08/01/14
25,N,10/11/13,04/01/14
28,N,30/09/13,12/11/13
28,Y,16/03/13,12/05/13
29,N,30/08/13,28/10/13
28,Y,28/02/13,17/04/13
26,N,11/12/13,23/12/13
24,N,15/10/13,08/12/13
27,N,05/11/13,14/11/13
22,Y,18/11/13,29/11/13
25,Y,27/03/13,06/04/13
29,Y,26/03/13,30/04/13
29,N,08/03/13,06/05/13
26,N,27/11/13,01/01/14
21,N,18/11/13,14/12/13
26,Y,22/07/13,18/08/13
23,N,27/06/13,25/07/13
21,N,19/08/13,14/10/13
28,Y,08/07/13,22/07/13
24,N,29/01/13,10/03/13
21,N,27/11/13,07/01/14
21,Y,03/04/13,24/05/13
24,N,31/01/13,02/03/13
27,N,05/04/13,24/04/13
26,Y,03/09/13,06/09/13
28,N,29/12/13,05/02/14
25,N,21/06/13,24/06/13
23,Y,20/10/13,25/11/13
22,Y,12/10/13,07/12/13
29,N,27/09/13,30/09/13
27,N,16/06/13,06/08/13
20,N,13/05/13,08/06/13
21,N,28/05/13,13/07/13
20,Y,14/11/13,02/01/14
23,N,08/07/13,01/09/13
20,N,07/01/13,27/01/13
29,Y,10/10/13,16/11/13
28,Y,03/09/13,11/10/13
25,Y,26/03/13,15/04/13
28,Y,11/06/13,29/07/13
22,N,26/06/13,28/07/13
27,N,01/10/13,23/10/13
25,N,22/05/13,28/06/13
24,Y,13/03/13,10/04/13
29,N,07/04/13,10/05/13
25,N,09/10/13,21/11/13
29,Y,06/11/13,30/12/13
27,N,06/12/13,09/12/13
23,Y,07/07/13,13/08/13
25,Y,25/05/13,22/07/13
20,Y,17/02/13,18/03/13
23,N,19/07/13,28/07/13
23,Y,13/03/13,02/05/13
26,Y,25/05/13,07/07/13
23,Y,18/01/13,30/01/13
25,N,01/08/13,03/09/13
29,Y,08/07/13,17/07/13
23,Y,02/09/13,19/10/13
29,N,29/09/13,28/10/13
23,Y,05/01/13,28/02/13
22,N,06/07/13,13/07/13
22,Y,21/09/13,04/11/13
23,N,08/04/13,05/06/13
22,N,07/04/13,09/05/13
28,Y,04/01/13,25/01/13
24,Y,27/07/13,21/09/13
20,Y,18/09/13,11/10/13
23,Y,14/01/13,29/01/13
21,N,30/07/13,02/09/13
26,Y,27/01/13,10/02/13
21,Y,06/08/13,17/08/13
20,Y,11/10/13,12/10/13
21,N,21/06/13,22/06/13
20,Y,24/05/13,27/06/13
29,N,13/10/13,22/10/13
21,N,27/01/13,25/02/13
26,N,25/06/13,17/08/13
28,Y,19/07/13,17/08/13
28,N,13/02/13,25/02/13
28,N,05/11/13,15/12/13
21,Y,13/07/13,28/07/13
22,Y,04/01/13,10/01/13
24,N,21/09/13,26/10/13
29,Y,27/03/13,07/04/13
23,Y,08/08/13,27/09/13
25,N,19/04/13,12/05/13
22,N,10/04/13,16/05/13
28,Y,05/06/13,12/06/13
23,Y,24/11/13,22/01/14
27,Y,14/07/13,30/08/13
21,Y,13/10/13,30/11/13
25,N,19/12/13,13/01/14
22,N,23/10/13,18/12/13
27,N,28/01/13,15/03/13
27,N,03/02/13,22/02/13
28,N,03/12/13,10/12/13
23,Y,15/01/13,12/02/13
24,Y,09/06/13,29/06/13
25,N,28/12/13,06/02/14
23,Y,07/11/13,20/12/13
22,Y,22/06/13,28/07/13
27,N,16/07/13,04/08/13
28,Y,22/06/13,31/07/13
25,N,07/02/13,02/03/13
23,Y,09/10/13,20/11/13
21,Y,20/06/13,29/06/13
29,N,10/08/13,29/08/13
27,N,16/04/13,17/04/13
21,Y,21/07/13,17/08/13
25,N,30/05/13,26/06/13
20,N,20/06/13,24/07/13
27,N,15/01/13,26/02/13
22,N,04/06/13,09/06/13
26,Y,14/03/13,25/04/13
21,Y,28/09/13,05/11/13
20,Y,02/08/13,04/09/13
23,Y,16/10/13,29/10/13
25,N,16/04/13,06/06/13
23,N,03/06/13,25/06/13
26,Y,13/12/13,26/01/14
22,Y,15/07/13,25/08/13
22,Y,08/02/13,26/02/13
20,N,17/03/13,22/03/13
23,Y,12/07/13,29/08/13
24,N,03/11/13,14/12/13
23,Y,14/12/13,28/01/14
26,Y,07/09/13,22/10/13
28,N,25/11/13,19/12/13
29,N,18/04/13,12/05/13
22,Y,04/05/13,05/06/13
23,N,18/12/13,05/02/14
24,N,28/10/13,20/12/13
27,Y,05/05/13,27/06/13
23,N,27/12/13,13/02/14
26,N,12/08/13,14/08/13
27,Y,06/04/13,01/06/13
29,N,15/03/13,16/03/13
25,N,22/08/13,15/09/13
